mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359611249,136796313,6093761,9696396,7399272,113606884,0.318094,0.964196,0.14519,1.42748,0.425,4.07
Sky_10,3359626896,115913952,6969526,5849171,2372597,100722658,0.363809,0.463708,0.128724,0.956241,0.285,3.45
Sky_11,3359639342,139508761,17106336,8144208,4670581,109587636,0.892951,0.722754,0.140053,1.755758,0.523,4.15
Sky_12,3359638848,125527139,11410008,7171361,2620220,104325550,0.595602,0.552245,0.133328,1.281176,0.381,3.74
Sky_13,3359634937,122107490,11991273,4983117,1945590,103187510,0.625944,0.390779,0.131874,1.148597,0.342,3.63
Sky_14,3359635687,125370540,9728925,8224031,3643117,103774467,0.50785,0.669307,0.132624,1.309781,0.39,3.73
Sky_15,3359627694,118417235,10144975,4617845,1541050,102113365,0.529568,0.347362,0.130501,1.00743,0.3,3.52
Sky_2,3359623107,123305295,10519661,6387618,3152499,103245517,0.549126,0.538063,0.131948,1.219137,0.363,3.67
Sky_3,3359639882,121079026,10303155,6108708,2156884,102510279,0.537825,0.466179,0.131008,1.135012,0.338,3.6
Sky_4,3359617255,118331338,8257760,5773949,2230882,102068747,0.431055,0.451472,0.130444,1.012971,0.302,3.52
Sky_5,3359627120,140659803,18831581,7684473,4164631,109979118,0.983009,0.668289,0.140553,1.791851,0.533,4.19
Sky_6,3359632717,122534802,10694608,6243129,2271173,103325892,0.558259,0.480207,0.13205,1.170516,0.348,3.65
Sky_7,3359631700,116807871,6512517,6578071,3282365,100434918,0.339953,0.556129,0.128356,1.024438,0.305,3.48
Sky_8,3359627720,119740548,10946978,4574057,1838522,102380991,0.571432,0.361669,0.130843,1.063945,0.317,3.56
Sky_9,3359635113,119138122,5982678,8226378,4191430,100737636,0.312296,0.700364,0.128743,1.141403,0.34,3.55
