mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359713181,136964484,6069515,10170041,8488766,112236162,0.316829,1.052357,0.143438,1.512623,0.45,4.08
Sky_10,3359715650,124206933,11049596,5949268,2723607,104484462,0.576789,0.48915,0.133531,1.19947,0.357,3.7
Sky_11,3359689696,136260241,16718039,6812180,4224803,108505219,0.872682,0.622486,0.13867,1.633837,0.486,4.06
Sky_12,3359702917,129007028,14702808,5876928,2537942,105889350,0.767487,0.474599,0.135327,1.377412,0.41,3.84
Sky_13,3359697021,119146283,10541439,4544725,1591748,102468371,0.550263,0.346097,0.130955,1.027315,0.306,3.55
Sky_14,3359710928,126538083,10182668,8314060,4064555,103976800,0.531535,0.698154,0.132882,1.362572,0.406,3.77
Sky_15,3359715154,122981949,10450884,5161002,2459411,104910652,0.545536,0.429791,0.134076,1.109403,0.33,3.66
Sky_2,3359697085,124377002,10810129,6803175,3418204,103345494,0.564289,0.576486,0.132076,1.27285,0.379,3.7
Sky_3,3359694319,119315223,10512775,4594497,1803122,102404829,0.548767,0.360826,0.130873,1.040466,0.31,3.55
Sky_4,3359696351,126277444,13084166,6074850,2407694,104710734,0.682993,0.478415,0.13382,1.295229,0.386,3.76
Sky_5,3359697608,138069216,17268962,7779744,4316061,108704449,0.90144,0.682203,0.138924,1.722568,0.513,4.11
Sky_6,3359706323,121955936,10562151,5904481,2341144,103148160,0.551344,0.465053,0.131823,1.148221,0.342,3.63
Sky_7,3359715888,114593109,6143800,4735941,3733375,99979993,0.320706,0.477669,0.127774,0.92615,0.276,3.41
Sky_8,3359714609,121038911,9905337,4783696,2480535,103869343,0.517059,0.409703,0.132745,1.059506,0.315,3.6
Sky_9,3359699409,116701040,6039773,6616812,3657185,100387270,0.315276,0.579453,0.128295,1.023025,0.304,3.47
