mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359629677,136424977,6099105,9955975,7931496,112438401,0.318373,1.008853,0.143696,1.470923,0.438,4.06
Sky_10,3359631284,137873283,20685873,5027234,2623367,109536809,1.079803,0.431494,0.139988,1.651285,0.492,4.1
Sky_11,3359645939,127641705,10381720,8076414,4508607,104674964,0.541926,0.709795,0.133775,1.385496,0.412,3.8
Sky_12,3359646321,120505675,10692526,4954338,2055845,102802966,0.55815,0.395374,0.131382,1.084906,0.323,3.59
Sky_13,3359625626,123527629,10538167,6805044,2726542,103457876,0.550092,0.537581,0.132219,1.219893,0.363,3.68
Sky_14,3359621697,125608295,11101905,7081674,3549624,103875092,0.579519,0.599605,0.132752,1.311877,0.39,3.74
Sky_15,3359639674,118644985,11359690,3617334,1191577,102476384,0.592976,0.271223,0.130965,0.995163,0.296,3.53
Sky_2,3359621421,125452205,10638214,7149348,3876298,103788345,0.555315,0.621846,0.132642,1.309803,0.39,3.73
Sky_3,3359625645,121585564,10972380,5972234,1989546,102651404,0.572758,0.449044,0.131188,1.152991,0.343,3.62
Sky_4,3359641467,116660533,7286815,6041958,2279436,101052324,0.380372,0.469327,0.129145,0.978843,0.291,3.47
Sky_5,3359618343,142080758,20153354,7100811,4228214,110598379,1.052005,0.638957,0.141345,1.832307,0.545,4.23
Sky_6,3359646456,122839658,10031656,6918351,2730194,103159457,0.523652,0.544178,0.131838,1.199668,0.357,3.66
Sky_7,3359638355,113057441,6134358,4782662,2828892,99311529,0.320213,0.429292,0.12692,0.876425,0.261,3.37
Sky_8,3359635116,119232476,11356282,3596447,1436975,102842772,0.592798,0.283885,0.131433,1.008116,0.3,3.55
Sky_9,3359633263,114474679,6164551,4633795,3457551,100218782,0.32179,0.456352,0.12808,0.906221,0.27,3.41
