mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359697614,136468700,6013868,9860015,8691213,111903604,0.313924,1.046289,0.143013,1.503226,0.447,4.06
Sky_10,3359678293,126509835,13353503,5462586,2492566,105201180,0.697053,0.448671,0.134447,1.280171,0.381,3.77
Sky_11,3359688096,137866699,16887599,7938167,4450539,108590394,0.881533,0.698723,0.138779,1.719034,0.512,4.1
Sky_12,3359683886,128441768,14096062,6240366,2548032,105557308,0.735814,0.495666,0.134902,1.366382,0.407,3.82
Sky_13,3359695226,120296281,10180804,5725498,2001097,102388882,0.531438,0.43578,0.130853,1.098071,0.327,3.58
Sky_14,3359688508,126040934,10717165,7553422,3883455,103886892,0.559436,0.64504,0.132767,1.337243,0.398,3.75
Sky_15,3359692945,122304130,10926017,5825661,2335251,103217201,0.570338,0.460275,0.131912,1.162525,0.346,3.64
Sky_2,3359704471,122208677,10213569,5988144,3252638,102754326,0.533148,0.52118,0.13132,1.185648,0.353,3.64
Sky_3,3359690123,120719478,11187216,4828118,2006463,102697681,0.583973,0.38547,0.131248,1.100691,0.328,3.59
Sky_4,3359706160,126102400,14162791,4929232,2127379,104882998,0.739298,0.397993,0.13404,1.271331,0.378,3.75
Sky_5,3359702384,132989919,13354938,7468072,4790022,107376887,0.697128,0.691357,0.137228,1.525712,0.454,3.96
Sky_6,3359680532,125430217,13605284,4951056,2089179,104784698,0.710196,0.397069,0.133915,1.24118,0.369,3.73
Sky_7,3359696398,119612831,6004869,8294300,4467364,100846298,0.313454,0.719758,0.128882,1.162094,0.346,3.56
Sky_8,3359691901,120367675,10531793,5331170,1980121,102524591,0.54976,0.412357,0.131026,1.093143,0.325,3.58
Sky_9,3359677988,114856084,5944250,5587255,3383982,99940597,0.31029,0.505978,0.127724,0.943992,0.281,3.42
