mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359703064,136262819,6127975,9950127,7754633,112430084,0.31988,0.998548,0.143686,1.462114,0.435,4.06
Sky_10,3359688474,122700223,10946311,6226243,2195287,103332382,0.571397,0.474974,0.132059,1.178431,0.351,3.65
Sky_11,3359696572,139206464,17744140,8011272,4324405,109126647,0.926244,0.695732,0.139464,1.76144,0.524,4.14
Sky_12,3359700468,122651900,9751017,6728462,2731700,103440721,0.509003,0.533553,0.132197,1.174753,0.35,3.65
Sky_13,3359679871,117951218,10792954,3669579,1395128,102093557,0.563392,0.285649,0.130476,0.979517,0.292,3.51
Sky_14,3359689356,124086411,10482769,6613954,3505526,103484162,0.547201,0.570739,0.132253,1.250192,0.372,3.69
Sky_15,3359689834,119714724,10611668,4928471,1788046,102386539,0.553929,0.378812,0.13085,1.063591,0.317,3.56
Sky_2,3359702647,126762228,10191902,7919280,4369085,104281961,0.532017,0.693064,0.133272,1.358353,0.404,3.77
Sky_3,3359698962,120985624,10678742,5677730,2012184,102616968,0.55743,0.433711,0.131144,1.122286,0.334,3.6
Sky_4,3359680972,121110800,10907211,5040124,2208377,102955088,0.569356,0.408815,0.131577,1.109748,0.33,3.6
Sky_5,3359679616,131980805,13477805,7388802,4368134,106746064,0.703541,0.663091,0.136421,1.503054,0.447,3.93
Sky_6,3359683356,130022767,16110237,4999885,2292308,106620337,0.840954,0.41128,0.136261,1.388495,0.413,3.87
Sky_7,3359701194,120044480,6274648,8115553,4382944,101271335,0.327537,0.704915,0.129425,1.161877,0.346,3.57
Sky_8,3359697616,119039031,10357537,4836424,1758359,102086711,0.540663,0.371946,0.130467,1.043076,0.31,3.54
Sky_9,3359676404,114406560,5841936,4881419,3504249,100178956,0.304949,0.472952,0.128029,0.905929,0.27,3.41
