mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359652100,136022713,6102504,9666135,7602912,112651162,0.318551,0.973974,0.143968,1.436493,0.428,4.05
Sky_10,3359627761,117137804,8476636,4995591,2149166,101516411,0.44248,0.402964,0.129738,0.975183,0.29,3.49
Sky_11,3359644715,141073549,18694291,8059863,4686760,109632635,0.975842,0.71891,0.140111,1.834862,0.546,4.2
Sky_12,3359655201,123631305,11201645,5594335,2911386,103923939,0.584726,0.479723,0.132815,1.197263,0.356,3.68
Sky_13,3359635743,120582753,11758196,4312595,1711473,102800489,0.613778,0.339757,0.131379,1.084914,0.323,3.59
Sky_14,3359649868,125928362,10353587,7817902,4032649,103724224,0.540457,0.668371,0.13256,1.341388,0.399,3.75
Sky_15,3359634339,120643521,11582087,4569400,1630454,102861580,0.604585,0.349672,0.131457,1.085714,0.323,3.59
Sky_2,3359645442,124383278,10384028,7443823,3362600,103192827,0.542046,0.609482,0.13188,1.283409,0.382,3.7
Sky_3,3359639666,120251357,10509008,5483976,1854273,102404100,0.54857,0.413877,0.130872,1.09332,0.325,3.58
Sky_4,3359630757,119666997,8691134,6570356,2523947,101881560,0.453677,0.512919,0.130205,1.096801,0.326,3.56
Sky_5,3359635108,142040774,20170120,7066138,4015227,110789289,1.05288,0.624989,0.141589,1.819458,0.542,4.23
Sky_6,3359637644,121300561,9996093,6016133,2621146,102667189,0.521796,0.487143,0.131209,1.140147,0.339,3.61
Sky_7,3359633567,115476985,6505767,5786407,3093296,100091515,0.339601,0.500815,0.127917,0.968333,0.288,3.44
Sky_8,3359629667,120123804,11393499,4435163,1739058,102556084,0.594741,0.348226,0.131067,1.074033,0.32,3.58
Sky_9,3359637589,117218726,6221165,7255919,3508656,100232986,0.324745,0.607122,0.128098,1.059965,0.315,3.49
