mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359700814,137548340,6014069,10020396,8259065,113254810,0.313934,1.030962,0.14474,1.489636,0.443,4.09
Sky_10,3359697403,117006353,6386167,6729854,2882733,101007599,0.333358,0.54215,0.129088,1.004596,0.299,3.48
Sky_11,3359687959,143222066,20875863,7073535,4056334,111216334,1.08972,0.627725,0.142134,1.859579,0.553,4.26
Sky_12,3359703038,122531811,10325550,5777145,3216360,103212756,0.538994,0.507234,0.131906,1.178133,0.351,3.65
Sky_13,3359712856,121231589,11623905,4746658,1740904,103120122,0.606768,0.365898,0.131788,1.104454,0.329,3.61
Sky_14,3359699709,126634660,10093728,7991671,4154084,104395177,0.526893,0.685021,0.133417,1.34533,0.4,3.77
Sky_15,3359697719,122594587,10939804,6326659,2170150,103157974,0.571058,0.47922,0.131836,1.182114,0.352,3.65
Sky_2,3359695395,125108444,10262951,7470248,4010280,103364965,0.535726,0.647502,0.1321,1.315328,0.392,3.72
Sky_3,3359691838,119003650,9886323,5200458,1901959,102014910,0.516066,0.400576,0.130375,1.047017,0.312,3.54
Sky_4,3359697613,124800690,12780911,5545835,2314758,104159186,0.667164,0.443337,0.133115,1.243616,0.37,3.71
Sky_5,3359712678,124389930,9826707,6891660,3937986,103733577,0.512954,0.610792,0.132572,1.256318,0.374,3.7
Sky_6,3359705055,131089893,17112992,4305241,2304100,107367560,0.893298,0.372767,0.137216,1.403281,0.418,3.9
Sky_7,3359708526,112235266,6096653,4373729,2389480,99375404,0.318245,0.381445,0.127002,0.826692,0.246,3.34
Sky_8,3359689533,117546349,10070267,4308129,1593229,101574724,0.525668,0.332837,0.129812,0.988317,0.294,3.5
Sky_9,3359693163,118959329,6020801,8075482,4086679,100776367,0.314286,0.685946,0.128792,1.129024,0.336,3.54
