mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359677350,135789337,5991914,9767235,8065452,111964736,0.312778,1.005764,0.143091,1.461632,0.435,4.04
Sky_10,3359695397,125653098,12357338,6288235,2451439,104556086,0.645053,0.492918,0.133623,1.271593,0.378,3.74
Sky_11,3359677861,138676865,16658682,8469013,4783913,108765257,0.869583,0.747465,0.139002,1.75605,0.523,4.13
Sky_12,3359677603,126705069,12587809,6385146,2896493,104835621,0.657084,0.523484,0.13398,1.314548,0.391,3.77
Sky_13,3359673201,122919124,10752567,6539308,2232508,103394741,0.561284,0.49473,0.132138,1.188153,0.354,3.66
Sky_14,3359669381,127037725,11508966,7489939,3656812,104382008,0.600768,0.628677,0.1334,1.362845,0.406,3.78
Sky_15,3359670031,122492933,11276205,5922697,2151720,103142311,0.588618,0.455397,0.131816,1.175831,0.35,3.65
Sky_2,3359666364,124513843,10708701,7110256,3465763,103229123,0.558994,0.596487,0.131927,1.287408,0.383,3.71
Sky_3,3359676532,122842380,10556712,6153367,2454439,103677862,0.55106,0.48548,0.1325,1.169041,0.348,3.66
Sky_4,3359695059,117715508,8782446,5192868,2041734,101698460,0.458444,0.408032,0.129971,0.996446,0.297,3.5
Sky_5,3359688381,133617999,15631954,6713779,3835886,107436380,0.815988,0.595001,0.137304,1.548293,0.461,3.98
Sky_6,3359683342,128514146,14703775,5356437,2373838,106080096,0.767537,0.435988,0.13557,1.339095,0.399,3.83
Sky_7,3359674598,119117440,6220795,8363272,3892032,100641341,0.324725,0.691199,0.12862,1.144544,0.341,3.55
Sky_8,3359687211,117846937,10936095,3460012,1331804,102119026,0.570864,0.270258,0.130508,0.971631,0.289,3.51
Sky_9,3359679839,116684077,5919982,5749858,4942849,100071388,0.309023,0.603069,0.127891,1.039983,0.31,3.47
