mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359541364,136925131,6085283,10276919,7714532,112848397,0.317652,1.014718,0.14422,1.47659,0.44,4.08
Sky_10,3359523187,119157934,9671050,4933624,2129873,102423387,0.504829,0.398381,0.130897,1.034107,0.308,3.55
Sky_11,3359546103,138577142,17482466,7074813,4404566,109615297,0.912585,0.647437,0.140088,1.70011,0.506,4.12
Sky_12,3359534865,123347972,10689315,6396957,2738254,103523446,0.557982,0.515226,0.132303,1.205511,0.359,3.67
Sky_13,3359531111,121706103,11671278,5064175,1870379,103100271,0.609241,0.391109,0.131762,1.132112,0.337,3.62
Sky_14,3359528814,124591653,10682066,6949340,3334943,103625304,0.557604,0.580034,0.132433,1.270071,0.378,3.71
Sky_15,3359551898,118979549,11376317,3686271,1388080,102528881,0.593844,0.286193,0.131032,1.011069,0.301,3.54
Sky_2,3359532542,125109975,10412639,7456659,3627976,103612701,0.54354,0.625173,0.132417,1.30113,0.387,3.72
Sky_3,3359550363,118140521,9747484,4616162,1761137,102015738,0.508819,0.35968,0.130376,0.998874,0.297,3.52
Sky_4,3359523922,119303496,9346977,5318556,2344235,102293728,0.487912,0.432181,0.130731,1.050825,0.313,3.55
Sky_5,3359552387,134366436,15625751,7201241,3952941,107586503,0.815664,0.629096,0.137496,1.582256,0.471,4.0
Sky_6,3359537132,128270611,13995656,6135092,2709758,105430105,0.730573,0.49885,0.13474,1.364162,0.406,3.82
Sky_7,3359546346,112406486,6208108,3611790,3030482,99556106,0.324063,0.374624,0.127233,0.82592,0.246,3.35
Sky_8,3359542527,120821717,10803143,4486779,1917718,103614077,0.563924,0.361214,0.132419,1.057556,0.315,3.6
Sky_9,3359550978,113504294,5888993,4984336,3004026,99626939,0.307405,0.450544,0.127323,0.885272,0.264,3.38
