node,prr_parent(last),prr_sender(last),prr_all_nei_avg,ul_sent,ul_recv,PDR_UL(%),dl_sent,dl_recv,PDR_DL(%),PDR_DL_CSV_last(%),UL_delay_samples,UL_delay_ticks_avg,UL_delay_ms_avg,DL_delay_samples,DL_delay_ticks_avg,DL_delay_ms_avg
02:00,8.45,100.0,64.99,119,119,100.0,6,6,100.0,8.45,119,57.13,446.3,6,0.0,0.0
03:00,8.45,100.0,65.5,119,119,100.0,6,6,100.0,8.45,119,55.06,430.15,6,0.0,0.0
04:00,8.45,99.15,65.73,119,118,99.16,6,6,100.0,8.45,118,30.36,237.22,6,0.0,0.0
05:00,8.45,100.0,66.26,119,119,100.0,6,6,100.0,8.45,119,64.71,505.58,6,0.0,0.0
06:00,8.77,100.0,66.52,119,119,100.0,5,5,100.0,8.77,119,31.6,246.85,5,0.0,0.0
07:00,8.77,99.15,66.29,119,118,99.16,5,5,100.0,8.77,118,45.69,356.93,5,0.0,0.0
08:00,8.77,100.0,67.31,119,119,100.0,5,5,100.0,8.77,119,0.71,5.58,5,27.8,217.19
09:00,8.77,99.15,67.08,119,118,99.16,5,5,100.0,8.77,118,74.61,582.89,5,0.0,0.0
10:00,8.77,100.0,67.98,119,119,100.0,5,5,100.0,8.77,119,0.0,0.0,5,42.8,334.38
11:00,8.77,100.0,68.67,119,119,100.0,5,5,100.0,8.77,119,12.93,101.04,5,1.2,9.38
12:00,8.77,99.15,68.79,119,118,99.16,5,5,100.0,8.77,118,18.36,143.41,5,0.0,0.0
13:00,8.77,100.0,69.68,119,119,100.0,5,5,100.0,8.77,119,57.01,445.38,5,0.0,0.0
14:00,8.77,100.0,69.82,119,119,100.0,5,5,100.0,8.77,119,12.73,99.46,5,13.0,101.56
15:00,8.77,100.0,70.13,119,119,100.0,5,5,100.0,8.77,119,70.87,553.64,5,0.0,0.0
