mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359544622,121967721,3303157,11064223,5780480,101819861,0.172425,0.950041,0.130126,1.252592,0.373,3.63
Sky_10,3359526841,111068283,7864716,3621063,1882775,97699729,0.410538,0.310416,0.12486,0.845815,0.252,3.31
Sky_11,3359549757,121056169,11582849,5503715,3409850,100559755,0.604625,0.502725,0.128515,1.235865,0.368,3.6
Sky_12,3359538489,111327623,6726139,4630189,2546142,97425153,0.351104,0.404745,0.124509,0.880359,0.262,3.31
Sky_13,3359534765,106223773,5243528,3100817,1863230,96016198,0.273712,0.279972,0.122709,0.676393,0.201,3.16
Sky_14,3359532468,109369824,5393076,4791154,2603525,96582069,0.281519,0.41706,0.123432,0.82201,0.245,3.26
Sky_15,3359524302,105754215,5587694,2456657,1417655,96292209,0.291678,0.218511,0.123061,0.63325,0.188,3.15
Sky_2,3359535830,107953613,4584747,4611983,2536762,96220121,0.239324,0.403189,0.122969,0.765482,0.228,3.21
Sky_3,3359522402,104585646,5147686,2441781,1011198,95984981,0.268709,0.194748,0.122669,0.586126,0.174,3.11
Sky_4,3359527180,108422229,6079848,3361515,2078245,96902621,0.317368,0.306802,0.123842,0.748012,0.223,3.23
Sky_5,3359526047,115838022,8444999,5721679,3075436,98595908,0.440829,0.496157,0.126006,1.062992,0.316,3.45
Sky_6,3359540390,117691085,10945521,4767415,2246887,99731262,0.571356,0.395607,0.127457,1.094419,0.326,3.5
Sky_7,3359549604,109508874,5908211,3276663,3182502,97141498,0.308409,0.364297,0.124147,0.796852,0.237,3.26
Sky_8,3359545785,106746761,5549399,2381719,1673755,97141888,0.289679,0.228729,0.124147,0.642555,0.191,3.18
Sky_9,3359523016,108843698,5935827,3816304,2410600,96680967,0.30985,0.351197,0.123558,0.784606,0.234,3.24
