node,prr_parent(last),prr_sender(last),prr_all_nei_avg,ul_sent,ul_recv,PDR_UL(%),dl_sent,dl_recv,PDR_DL(%),PDR_DL_CSV_last(%),UL_delay_samples,UL_delay_ticks_avg,UL_delay_ms_avg,DL_delay_samples,DL_delay_ticks_avg,DL_delay_ms_avg
02:00,8.45,100.0,65.0,119,119,100.0,6,6,100.0,8.45,119,41.7,325.76,6,0.0,0.0
03:00,8.45,100.0,65.48,119,119,100.0,6,6,100.0,8.45,119,25.3,197.68,6,0.5,3.91
04:00,8.45,99.15,65.73,119,118,99.16,6,6,100.0,8.45,118,61.53,480.73,6,0.0,0.0
05:00,8.45,100.0,66.26,119,119,100.0,6,6,100.0,8.45,119,0.0,0.0,6,68.17,532.55
06:00,8.77,100.0,66.52,119,119,100.0,5,5,100.0,8.77,119,42.13,329.18,5,0.0,0.0
07:00,8.77,100.0,67.04,119,119,100.0,5,5,100.0,8.77,119,1.44,11.23,5,12.8,100.0
08:00,8.77,100.0,67.31,119,119,100.0,5,5,100.0,8.77,119,60.36,471.57,5,0.0,0.0
09:00,8.77,99.15,67.83,119,118,99.16,5,5,100.0,8.77,118,0.0,0.0,5,45.8,357.81
10:00,8.77,100.0,68.13,119,119,100.0,5,5,100.0,8.77,119,0.0,0.0,5,39.4,307.81
11:00,8.77,100.0,68.68,119,119,100.0,5,5,100.0,8.77,119,0.0,0.0,5,60.8,475.0
12:00,8.77,100.0,68.96,119,119,100.0,5,5,100.0,8.77,119,65.62,512.67,5,0.0,0.0
13:00,8.77,100.0,69.68,119,119,100.0,5,5,100.0,8.77,119,12.45,97.23,5,14.8,115.62
14:00,8.77,100.0,69.82,119,119,100.0,5,5,100.0,8.77,119,32.61,254.73,5,0.0,0.0
15:00,8.77,100.0,70.39,119,119,100.0,5,5,100.0,8.77,119,0.0,0.0,5,44.2,345.31
