mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359632934,122924862,3342656,11154770,6125282,102302154,0.174487,0.974595,0.130742,1.279824,0.381,3.66
Sky_10,3359634937,108754787,6488171,3286668,2243841,96736107,0.338683,0.311921,0.123629,0.774232,0.23,3.24
Sky_11,3359618342,116948593,8145185,6434255,3542499,98826654,0.425179,0.562689,0.1263,1.114168,0.332,3.48
Sky_12,3359618694,116222700,10533175,4100006,2066038,99523481,0.549832,0.347765,0.127191,1.024788,0.305,3.46
Sky_13,3359629279,105164113,4955996,2779849,1459901,95968367,0.258703,0.239122,0.122648,0.620472,0.185,3.13
Sky_14,3359625350,109346021,5399363,4824455,2568981,96553222,0.281847,0.41699,0.123395,0.822232,0.245,3.25
Sky_15,3359643327,104540293,4845037,2439906,1208803,96046547,0.252911,0.205787,0.122747,0.581446,0.173,3.11
Sky_2,3359624708,108850846,4837027,4879755,2820677,96313387,0.252493,0.434304,0.123089,0.809886,0.241,3.24
Sky_3,3359628932,106898130,4837687,4163320,1909020,95988103,0.252527,0.34248,0.122673,0.71768,0.214,3.18
Sky_4,3359644288,108839355,6235222,3820795,1841680,96941658,0.325479,0.319364,0.123891,0.768734,0.229,3.24
Sky_5,3359621630,119012667,9905665,5964008,3890814,99252180,0.517076,0.555812,0.126844,1.199732,0.357,3.54
Sky_6,3359619651,118029385,11486963,4210272,2353376,99978774,0.599619,0.37019,0.127773,1.097582,0.327,3.51
Sky_7,3359641612,107710729,5865826,3008301,2064838,96771764,0.306196,0.286125,0.123674,0.715995,0.213,3.21
Sky_8,3359638373,105209636,4870576,2144198,1523146,96671716,0.254244,0.206838,0.123546,0.584629,0.174,3.13
Sky_9,3359636550,110028233,5547198,3599747,4206543,96674745,0.289564,0.440275,0.12355,0.853389,0.254,3.28
