node,prr_parent(last),prr_sender(last),prr_all_nei_avg,ul_sent,ul_recv,PDR_UL(%),dl_sent,dl_recv,PDR_DL(%),PDR_DL_CSV_last(%),UL_delay_samples,UL_delay_ticks_avg,UL_delay_ms_avg,DL_delay_samples,DL_delay_ticks_avg,DL_delay_ms_avg
02:00,8.45,99.15,65.29,119,118,99.16,6,6,100.0,8.45,118,0.03,0.26,6,81.83,639.32
03:00,8.45,100.0,65.5,119,119,100.0,6,6,100.0,8.45,119,0.2,1.58,6,44.33,346.35
04:00,8.45,100.0,65.75,119,119,100.0,6,6,100.0,8.45,119,20.19,157.76,6,0.5,3.91
05:00,8.77,100.0,66.25,119,119,100.0,6,6,100.0,8.77,119,24.76,193.47,6,0.0,0.0
06:00,8.77,100.0,66.52,119,119,100.0,5,5,100.0,8.77,119,0.0,0.0,5,65.6,512.5
07:00,8.77,100.0,67.03,119,119,100.0,5,5,100.0,8.77,119,9.19,71.82,5,5.8,45.31
08:00,8.77,100.0,67.31,119,119,100.0,5,5,100.0,8.77,119,0.02,0.13,5,52.8,412.5
09:00,8.77,100.0,67.85,119,119,100.0,5,5,100.0,8.77,119,0.0,0.0,5,61.4,479.69
10:00,8.77,100.0,68.13,119,119,100.0,5,5,100.0,8.77,119,0.0,0.0,5,95.0,742.19
11:00,8.77,100.0,68.26,119,119,100.0,5,5,100.0,8.77,119,0.0,0.0,5,65.6,512.5
12:00,8.77,99.15,68.89,119,118,99.16,5,5,100.0,8.77,118,0.0,0.0,5,88.0,687.5
13:00,8.77,100.0,69.66,119,119,100.0,5,5,100.0,8.77,119,0.03,0.26,5,49.2,384.38
14:00,8.77,100.0,69.82,119,119,100.0,5,5,100.0,8.77,119,0.03,0.2,5,48.0,375.0
15:00,8.77,100.0,70.41,119,119,100.0,5,5,100.0,8.77,119,0.0,0.0,5,112.4,878.12
