mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359653930,123263489,3389500,11377668,6515696,101980625,0.176932,1.009186,0.130331,1.316449,0.392,3.67
Sky_10,3359631131,107278444,5872240,3089719,1716445,96600040,0.306531,0.271068,0.123455,0.701053,0.209,3.19
Sky_11,3359629948,115930333,8826997,5319176,2708427,99075733,0.460769,0.452757,0.126619,1.040145,0.31,3.45
Sky_12,3359649728,118730807,11861091,4593639,2480944,99795133,0.619149,0.399006,0.127538,1.145694,0.341,3.53
Sky_13,3359645002,105256063,4694309,2934511,1707062,95920181,0.245043,0.261785,0.122586,0.629414,0.187,3.13
Sky_14,3359648651,109638369,4854449,5545554,2808384,96429982,0.253402,0.471162,0.123238,0.847802,0.252,3.26
Sky_15,3359651769,106830200,4683485,4003964,2078929,96063822,0.244478,0.343075,0.12277,0.710323,0.211,3.18
Sky_2,3359647975,109499556,5196064,5007360,2870718,96425414,0.271235,0.444324,0.123232,0.83879,0.25,3.26
Sky_3,3359626765,107529079,5079750,2225405,2495842,97728082,0.265163,0.266278,0.124896,0.656338,0.195,3.2
Sky_4,3359652747,111399371,7026242,4482589,2477560,97412980,0.36677,0.392552,0.124494,0.883816,0.263,3.32
Sky_5,3359628490,118248306,9287804,5565774,3831237,99563491,0.484823,0.529991,0.127242,1.142057,0.34,3.52
Sky_6,3359635972,114938719,10473391,3636934,1751006,99077388,0.546711,0.30388,0.126621,0.977212,0.291,3.42
Sky_7,3359626696,109630697,6056830,3182554,3556212,96835101,0.316167,0.380066,0.123755,0.819988,0.244,3.26
Sky_8,3359638373,104617764,4540848,2400580,1502547,96173789,0.237032,0.220136,0.12291,0.580079,0.173,3.11
Sky_9,3359637439,108745087,5300729,4381048,2549035,96514275,0.276698,0.390857,0.123345,0.7909,0.235,3.24
