node,prr_parent(last),prr_sender(last),prr_all_nei_avg,ul_sent,ul_recv,PDR_UL(%),dl_sent,dl_recv,PDR_DL(%),PDR_DL_CSV_last(%),UL_delay_samples,UL_delay_ticks_avg,UL_delay_ms_avg,DL_delay_samples,DL_delay_ticks_avg,DL_delay_ms_avg
02:00,8.45,99.15,63.65,119,118,99.16,6,6,100.0,8.45,118,23.36,182.53,6,2.33,18.23
03:00,8.45,100.0,65.48,119,119,100.0,6,6,100.0,8.45,119,98.89,772.58,6,0.0,0.0
04:00,8.45,100.0,65.75,119,119,100.0,6,6,100.0,8.45,119,74.15,579.31,6,0.0,0.0
05:00,8.77,100.0,66.26,119,119,100.0,6,6,100.0,8.77,119,113.38,885.77,6,0.0,0.0
06:00,8.77,100.0,66.52,119,119,100.0,5,5,100.0,8.77,119,58.89,460.08,5,0.0,0.0
07:00,8.77,100.0,67.05,119,119,100.0,5,5,100.0,8.77,119,100.46,784.86,5,0.0,0.0
08:00,8.77,99.15,67.08,119,118,99.16,5,5,100.0,8.77,118,83.79,654.59,5,0.0,0.0
09:00,8.77,99.15,67.72,119,118,99.16,5,5,100.0,8.77,118,89.06,695.78,5,0.0,0.0
10:00,8.77,99.15,66.7,119,118,99.16,5,5,100.0,8.77,118,18.54,144.86,5,1.2,9.38
11:00,8.77,100.0,68.67,119,119,100.0,5,5,100.0,8.77,119,81.34,635.44,5,0.0,0.0
12:00,8.77,100.0,68.98,119,119,100.0,5,5,100.0,8.77,119,90.92,710.28,5,0.0,0.0
13:00,8.77,99.15,69.52,119,118,99.16,5,5,100.0,8.77,118,28.6,223.45,5,1.2,9.38
14:00,8.77,100.0,69.82,119,119,100.0,5,5,100.0,8.77,119,69.43,542.41,5,0.0,0.0
15:00,8.77,100.0,69.99,119,119,100.0,5,5,100.0,8.77,119,15.63,122.11,5,10.8,84.38
