mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359573664,123642762,3365837,11303620,6687183,102286122,0.175697,1.014681,0.130722,1.3211,0.393,3.68
Sky_10,3359575954,108341950,5555219,3869920,2255364,96661447,0.289982,0.345466,0.123533,0.758982,0.226,3.22
Sky_11,3359585161,116228597,8435923,5840284,3175243,98777147,0.440355,0.508476,0.126237,1.075068,0.32,3.46
Sky_12,3359593961,118718298,12222595,4113798,2316472,100065433,0.638019,0.362667,0.127884,1.12857,0.336,3.53
Sky_13,3359589884,105927862,5712613,2620021,1358455,96236773,0.298198,0.224386,0.122991,0.645575,0.192,3.15
Sky_14,3359595056,109272185,5332291,4635655,2921894,96382345,0.278346,0.426246,0.123177,0.827768,0.246,3.25
Sky_15,3359574459,107732846,5002002,3692290,2460488,96578066,0.261105,0.347017,0.123427,0.731548,0.218,3.21
Sky_2,3359569874,110309910,5040982,5616151,3291606,96361171,0.263139,0.502397,0.12315,0.888686,0.265,3.28
Sky_3,3359587567,105572075,5079943,2626521,1495442,96370169,0.265173,0.232479,0.123161,0.620813,0.185,3.14
Sky_4,3359598210,108420630,5664640,4090504,1931620,96733866,0.295694,0.339648,0.123626,0.758968,0.226,3.23
Sky_5,3359581090,115236989,8370572,5199272,2967086,98700059,0.436944,0.460583,0.126139,1.023665,0.305,3.43
Sky_6,3359576733,118106386,11702540,3997888,2550591,99855367,0.610873,0.369334,0.127615,1.107822,0.33,3.52
Sky_7,3359585416,107892190,5990649,3342437,1711546,96847558,0.312712,0.285045,0.123771,0.721528,0.215,3.21
Sky_8,3359580659,104333008,4924253,1716098,1179997,96512660,0.257046,0.16334,0.123343,0.543729,0.162,3.11
Sky_9,3359595549,110868761,5610242,5520503,2941359,96796657,0.292855,0.477249,0.123706,0.89381,0.266,3.3
