node,prr_parent(last),prr_sender(last),prr_all_nei_avg,ul_sent,ul_recv,PDR_UL(%),dl_sent,dl_recv,PDR_DL(%),PDR_DL_CSV_last(%),UL_delay_samples,UL_delay_ticks_avg,UL_delay_ms_avg,DL_delay_samples,DL_delay_ticks_avg,DL_delay_ms_avg
02:00,8.45,99.15,64.07,119,118,99.16,6,6,100.0,8.45,118,107.14,837.0,6,0.0,0.0
03:00,8.45,100.0,65.26,119,119,100.0,6,6,100.0,8.45,119,128.72,1005.65,6,0.0,0.0
04:00,8.45,100.0,65.75,119,119,100.0,6,6,100.0,8.45,119,104.72,818.15,6,0.0,0.0
05:00,8.45,99.15,65.85,119,118,99.16,6,6,100.0,8.45,118,105.44,823.76,6,0.0,0.0
06:00,8.77,100.0,66.53,119,119,100.0,5,5,100.0,8.77,119,49.61,387.54,5,0.0,0.0
07:00,8.77,100.0,67.2,119,119,100.0,5,5,100.0,8.77,119,15.0,117.19,5,0.0,0.0
08:00,8.77,99.15,67.04,119,118,99.16,5,5,100.0,8.77,118,21.36,166.91,5,7.2,56.25
09:00,8.77,100.0,67.85,119,119,100.0,5,5,100.0,8.77,119,129.84,1014.38,5,0.0,0.0
10:00,8.77,100.0,68.53,119,119,100.0,5,5,100.0,8.77,119,13.29,103.86,5,1.8,14.06
11:00,8.77,100.0,68.67,119,119,100.0,5,5,100.0,8.77,119,10.98,85.81,5,6.0,46.88
12:00,8.77,100.0,68.96,119,119,100.0,5,5,100.0,8.77,119,109.82,858.0,5,0.0,0.0
13:00,8.77,99.15,69.47,119,118,99.16,5,5,100.0,8.77,118,133.31,1041.45,5,0.0,0.0
14:00,8.77,98.3,68.54,119,117,98.32,5,5,100.0,8.77,117,49.44,386.22,5,0.0,0.0
15:00,8.77,99.15,69.49,119,118,99.16,5,5,100.0,8.77,118,96.98,757.68,5,0.0,0.0
