mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359655660,161266119,3744881,18082247,13950719,125488272,0.195483,1.806659,0.160374,2.162516,0.644,4.8
Sky_10,3359637483,110972700,5419263,4500378,2078538,98974521,0.282886,0.371051,0.126489,0.780426,0.232,3.3
Sky_11,3359660399,109009579,5363547,3113798,1663457,98868777,0.279977,0.269437,0.126354,0.675769,0.201,3.24
Sky_12,3359649161,119364310,6420102,8214515,4044741,100684952,0.335129,0.691422,0.128675,1.155227,0.344,3.55
Sky_13,3359645407,125270062,7993500,9950277,5218369,102107916,0.417261,0.855512,0.130494,1.403266,0.418,3.73
Sky_14,3359643110,131035295,13689435,8441247,3853644,105050969,0.714589,0.693432,0.134255,1.542275,0.459,3.9
Sky_15,3359666194,110666956,5685413,4418766,1783912,98778865,0.296779,0.349831,0.126239,0.772849,0.23,3.29
Sky_16,3359662726,110615679,5473416,4251077,2112206,98778980,0.285712,0.358889,0.12624,0.770841,0.229,3.29
Sky_17,3359642275,122989348,10613259,6472458,3300896,102602735,0.554012,0.551217,0.131126,1.236356,0.368,3.66
Sky_18,3359642552,107886483,6178926,2601116,1144848,97961593,0.32254,0.211272,0.125195,0.659007,0.196,3.21
Sky_19,3359650621,125482551,9891172,8409279,4568696,102613404,0.516319,0.731958,0.13114,1.379417,0.411,3.73
Sky_2,3359646838,117004630,8136237,5581980,2686477,100599936,0.424712,0.466341,0.128567,1.019619,0.303,3.48
Sky_20,3359666381,112567671,5394984,5537846,2557565,99077276,0.281618,0.456581,0.126621,0.86482,0.257,3.35
Sky_21,3359662156,110125852,4746756,4813851,1993127,98572118,0.247781,0.383914,0.125975,0.757669,0.226,3.28
Sky_22,3359666988,132059924,17992317,5130831,2605060,106331716,0.939199,0.436304,0.135892,1.511395,0.45,3.93
Sky_23,3359656947,123733815,7921466,7986756,6172063,101653530,0.413501,0.798557,0.129913,1.341971,0.399,3.68
Sky_24,3359662615,131921710,18366224,4550506,2257808,106747172,0.958717,0.383989,0.136423,1.479129,0.44,3.93
Sky_25,3359665532,110082519,4845570,4626881,2036453,98573615,0.252939,0.375812,0.125977,0.754728,0.225,3.28
Sky_26,3359647568,106523953,3774342,3737824,1705434,97306353,0.197021,0.307,0.124358,0.628378,0.187,3.17
Sky_27,3359665803,110535196,5520234,4365469,1858153,98791340,0.288156,0.351012,0.126255,0.765424,0.228,3.29
Sky_28,3359641714,113888297,5206450,6467348,3075139,99139360,0.271777,0.538196,0.1267,0.936673,0.279,3.39
Sky_29,3359639640,109265387,4790372,4363812,1872704,98238499,0.250057,0.35174,0.125549,0.727346,0.216,3.25
Sky_3,3359664659,108385404,4097652,4359215,2437268,97491269,0.213897,0.383322,0.124594,0.721813,0.215,3.23
Sky_30,3359666625,105679430,3944957,3130265,1231168,97373040,0.205927,0.245985,0.124443,0.576354,0.172,3.15
Sky_4,3359638218,110604745,4342994,5571440,2275038,98415273,0.226704,0.442541,0.125775,0.79502,0.237,3.29
Sky_5,3359666683,107166397,6077298,2235592,952076,97901431,0.317235,0.179784,0.125118,0.622137,0.185,3.19
Sky_6,3359651428,107527289,3908782,4320125,1884244,97414138,0.204038,0.349926,0.124495,0.67846,0.202,3.2
Sky_7,3359660642,116916881,6719471,5807367,3077682,101312361,0.350756,0.501117,0.129477,0.98135,0.292,3.48
Sky_8,3359656823,144856942,22587141,7545003,4569596,110155202,1.179049,0.683263,0.140778,2.00309,0.596,4.31
Sky_9,3359665274,119697439,8532287,6315303,3290029,101559820,0.445385,0.541741,0.129793,1.11692,0.332,3.56
