node,prr_parent(last),prr_sender(last),prr_all_nei_avg,ul_sent,ul_recv,PDR_UL(%),dl_sent,dl_recv,PDR_DL(%),PDR_DL_CSV_last(%),UL_delay_samples,UL_delay_ticks_avg,UL_delay_ms_avg,DL_delay_samples,DL_delay_ticks_avg,DL_delay_ms_avg
01:00,,,68.52,0,0,,0,0,,,0,,,0,,
02:00,93.0,97.0,94.46,119,117,98.32,3,3,100.0,100.0,117,33.08,258.41,3,52.67,411.46
03:00,98.0,86.0,85.51,119,116,97.48,3,3,100.0,100.0,116,76.68,599.07,3,15.67,122.4
04:00,96.0,98.0,93.15,119,116,97.48,3,3,100.0,100.0,116,143.64,1122.17,3,0.0,0.0
05:00,100.0,96.0,98.74,119,119,100.0,3,3,100.0,100.0,119,130.18,1017.07,3,1.67,13.02
06:00,95.0,97.0,92.24,119,117,98.32,3,3,100.0,100.0,117,106.69,833.53,3,0.67,5.21
07:00,91.0,91.0,89.02,119,115,96.64,3,3,100.0,100.0,115,58.67,458.36,3,23.0,179.69
08:00,100.0,60.0,85.31,119,118,99.16,3,3,100.0,100.0,118,28.93,226.03,3,35.33,276.04
09:00,87.0,86.0,85.93,119,117,98.32,3,3,100.0,100.0,117,145.97,1140.42,3,0.0,0.0
10:00,90.0,98.0,92.24,119,115,96.64,3,3,100.0,100.0,115,55.15,430.84,3,30.67,239.58
11:00,98.0,91.0,90.18,119,117,98.32,3,3,100.0,100.0,117,154.33,1205.73,3,0.0,0.0
12:00,100.0,73.0,85.95,119,117,98.32,3,3,100.0,100.0,117,70.32,549.35,3,8.67,67.71
13:00,100.0,78.0,84.91,119,118,99.16,3,3,100.0,100.0,118,69.89,546.01,3,0.0,0.0
14:00,100.0,70.0,87.86,119,116,97.48,3,3,100.0,100.0,116,37.45,292.56,3,6.0,46.88
15:00,92.0,98.0,91.8,119,116,97.48,3,3,100.0,100.0,116,91.38,713.9,3,0.0,0.0
16:00,92.0,92.0,89.38,119,117,98.32,3,3,100.0,100.0,117,83.11,649.31,3,25.0,195.31
17:00,100.0,60.0,84.65,119,119,100.0,3,3,100.0,100.0,119,70.79,553.05,3,23.67,184.9
18:00,98.0,96.0,98.1,119,115,96.64,3,3,100.0,100.0,115,117.18,915.49,3,0.0,0.0
19:00,100.0,66.0,86.42,119,117,98.32,2,2,100.0,100.0,117,113.12,883.75,2,0.0,0.0
20:00,81.0,90.0,92.55,119,115,96.64,2,2,100.0,100.0,115,101.11,789.95,2,0.0,0.0
21:00,92.0,92.0,91.07,119,117,98.32,2,2,100.0,100.0,117,133.72,1044.67,2,0.0,0.0
22:00,98.0,53.0,85.12,119,115,96.64,2,2,100.0,100.0,115,33.09,258.49,2,52.5,410.16
23:00,100.0,96.0,86.78,119,118,99.16,2,2,100.0,100.0,118,80.06,625.46,2,7.5,58.59
24:00,100.0,67.0,88.77,119,117,98.32,2,2,100.0,100.0,117,124.09,969.42,2,0.0,0.0
25:00,98.0,98.0,92.22,119,117,98.32,2,2,100.0,100.0,117,142.71,1114.92,2,0.0,0.0
26:00,98.0,95.0,97.52,119,115,96.64,2,2,100.0,100.0,115,87.16,680.91,2,8.5,66.41
27:00,97.0,88.0,90.71,119,117,98.32,2,2,100.0,100.0,117,113.02,882.95,2,0.0,0.0
28:00,98.0,98.0,92.12,119,118,99.16,2,2,100.0,100.0,118,155.13,1211.93,2,0.0,0.0
29:00,98.0,88.0,92.7,119,117,98.32,2,2,100.0,100.0,117,105.52,824.39,2,0.0,0.0
30:00,100.0,97.0,98.21,119,113,94.96,2,2,100.0,100.0,113,61.78,482.65,2,0.0,0.0
