mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359636231,161461942,3693048,18552868,13623064,125592962,0.192777,1.814723,0.160508,2.168007,0.645,4.81
Sky_10,3359637838,110978738,4925356,3957720,2399716,99695946,0.257104,0.358559,0.127411,0.743074,0.221,3.3
Sky_11,3359652493,109601546,5131938,4287814,1848031,98333763,0.267887,0.346062,0.125671,0.739619,0.22,3.26
Sky_12,3359652875,126033270,12695613,6273928,3340661,103723068,0.662711,0.542263,0.132558,1.337532,0.398,3.75
Sky_13,3359632180,125553087,6866692,10723514,6152018,101810863,0.358441,0.95178,0.130114,1.440336,0.429,3.74
Sky_14,3359628251,130306555,12710364,8590712,4590075,104415404,0.663481,0.743396,0.133443,1.54032,0.458,3.88
Sky_15,3359646228,111617963,5871507,4387986,2268574,99089896,0.306493,0.37543,0.126637,0.80856,0.241,3.32
Sky_16,3359627103,112414118,5280352,5848573,2607734,98677459,0.275634,0.476936,0.12611,0.87868,0.262,3.35
Sky_17,3359628252,121104188,7564626,8192837,4247303,101099422,0.394873,0.701624,0.129205,1.225702,0.365,3.6
Sky_18,3359629048,106161970,5573238,2267574,871025,97450133,0.290923,0.177017,0.124541,0.592481,0.176,3.16
Sky_19,3359635408,132474039,13548596,8925222,4972048,105028173,0.707237,0.783806,0.134226,1.625269,0.484,3.94
Sky_2,3359627975,114011931,6909913,5168282,2228126,99705610,0.360697,0.417157,0.127424,0.905279,0.269,3.39
Sky_20,3359637172,115023979,5352833,6917810,3292826,99460510,0.279418,0.57588,0.127111,0.982408,0.292,3.42
Sky_21,3359630092,111366939,5059823,5402296,2255592,98649228,0.264123,0.431905,0.126074,0.822101,0.245,3.31
Sky_22,3359643202,126725606,15010482,4850987,2266677,104597460,0.783547,0.401436,0.133676,1.318659,0.392,3.77
Sky_23,3359633214,131231183,13135451,8422608,4919751,104753373,0.685671,0.752509,0.133875,1.572054,0.468,3.91
Sky_24,3359642115,120182236,9968489,5024765,2475794,102713188,0.520355,0.423032,0.131267,1.074654,0.32,3.58
Sky_25,3359633663,112526249,5192450,5917307,2360347,99056145,0.271046,0.46686,0.126594,0.864499,0.257,3.35
Sky_26,3359650932,104424154,3693537,3059122,931395,96740100,0.192803,0.225065,0.123634,0.541502,0.161,3.11
Sky_27,3359636665,113948844,5325818,5347961,3033545,100241520,0.278008,0.472717,0.128109,0.878833,0.262,3.39
Sky_28,3359640880,111522350,5291563,3753422,2651963,99825402,0.27622,0.361264,0.127577,0.76506,0.228,3.32
Sky_29,3359647619,108800841,5512695,3480609,1498104,98309433,0.287763,0.280799,0.125639,0.694202,0.207,3.24
Sky_3,3359632199,111045237,4082116,5835677,2905058,98222386,0.213086,0.492977,0.125528,0.831592,0.248,3.31
Sky_30,3359635375,105305923,3640427,3109384,1330008,97226104,0.19003,0.250382,0.124255,0.564667,0.168,3.13
Sky_4,3359648021,108198466,4238196,4267823,1995794,97696653,0.221234,0.353268,0.124856,0.699358,0.208,3.22
Sky_5,3359624897,107000105,5643579,2622818,960170,97773538,0.294595,0.202081,0.124955,0.62163,0.185,3.18
Sky_6,3359653010,109005739,4532243,4532628,1948301,97992567,0.236583,0.365524,0.125235,0.727342,0.216,3.24
Sky_7,3359644909,115230715,5765432,6049267,3482794,99933222,0.300956,0.537608,0.127715,0.966278,0.288,3.43
Sky_8,3359641670,136820743,18920527,6024855,3945155,107930206,0.987652,0.562309,0.137935,1.687895,0.502,4.07
Sky_9,3359639817,123941840,8901593,5751554,4499606,104789087,0.464663,0.578165,0.13392,1.176749,0.35,3.69
