mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359697610,166977681,3879589,19452817,15318475,128326800,0.202515,1.961101,0.164002,2.327617,0.693,4.97
Sky_10,3359689182,110211266,4821896,4745612,2184844,98458914,0.251703,0.390878,0.12583,0.768411,0.229,3.28
Sky_11,3359686890,113152642,5488181,5721686,2552766,99390009,0.286483,0.466679,0.12702,0.880183,0.262,3.37
Sky_12,3359685414,134630751,16642136,7398877,3886522,106703216,0.868719,0.636497,0.136367,1.641583,0.489,4.01
Sky_13,3359680521,123320454,7345364,9092965,5359789,101522336,0.383428,0.815135,0.129746,1.328309,0.395,3.67
Sky_14,3359688482,131679668,14315906,7823348,4320788,105219626,0.74729,0.684929,0.134471,1.56669,0.466,3.92
Sky_15,3359681424,112136156,5278365,5214225,2558244,99085322,0.275531,0.438367,0.126631,0.840529,0.25,3.34
Sky_16,3359681555,114301623,5963302,5760166,3006980,99571175,0.311284,0.494467,0.127252,0.933003,0.278,3.4
Sky_17,3359693865,126107858,9881891,8609766,4849990,102766211,0.515835,0.75913,0.131335,1.4063,0.419,3.75
Sky_18,3359687452,107872385,6098601,1747167,1345663,98680954,0.318347,0.174436,0.126114,0.618897,0.184,3.21
Sky_19,3359678077,121860905,10280221,6092727,3412370,102075587,0.536628,0.536087,0.130453,1.203168,0.358,3.63
Sky_2,3359695029,113560769,6349386,5800242,2129994,99281147,0.331438,0.447265,0.126881,0.905585,0.27,3.38
Sky_20,3359681463,112847610,5427123,5504731,2939121,98976635,0.283296,0.476233,0.126492,0.886021,0.264,3.36
Sky_21,3359686756,112149923,4959035,5488537,2354242,99348109,0.258862,0.442333,0.126967,0.828161,0.246,3.34
Sky_22,3359693841,132358559,17306197,5849984,3020715,106181663,0.903383,0.500307,0.1357,1.539391,0.458,3.94
Sky_23,3359684021,121787455,8164450,7740416,4125513,101757076,0.426184,0.669238,0.130046,1.225468,0.365,3.62
Sky_24,3359685691,126282532,13883023,5570996,2714515,104113998,0.724694,0.467303,0.133058,1.325054,0.394,3.76
Sky_25,3359681749,110325497,4759793,4879981,2164755,98520968,0.248461,0.397323,0.12591,0.771694,0.23,3.28
Sky_26,3359692516,107075274,4048607,4155598,1539580,97331489,0.211337,0.321208,0.12439,0.656935,0.196,3.19
Sky_27,3359679604,110125822,5007170,4659709,1855236,98603707,0.261374,0.367443,0.126016,0.754833,0.225,3.28
Sky_28,3359681513,113782471,5898893,5614134,2807435,99462009,0.307922,0.474976,0.127112,0.910011,0.271,3.39
Sky_29,3359697508,111238880,4999348,4632363,2318626,99288543,0.260966,0.392036,0.126891,0.779893,0.232,3.31
Sky_3,3359683691,112740497,5276597,5574608,3093702,98795590,0.275438,0.488893,0.126261,0.890592,0.265,3.36
Sky_30,3359703394,105158624,4355481,2482409,1007174,97313560,0.227356,0.196812,0.124367,0.548535,0.163,3.13
Sky_4,3359679419,111428050,4820275,5434100,2534972,98638703,0.251618,0.449456,0.12606,0.827134,0.246,3.32
Sky_5,3359703799,107277822,6068930,2370047,841788,97997057,0.316798,0.181147,0.12524,0.623186,0.185,3.19
Sky_6,3359688126,114054774,6337815,5028593,2612507,100075859,0.330834,0.430958,0.127897,0.889689,0.265,3.39
Sky_7,3359688005,120460561,5353363,8897298,5232286,100977614,0.279446,0.796909,0.129049,1.205403,0.359,3.59
Sky_8,3359684508,139701012,19004641,8128241,4675025,107893105,0.992042,0.722104,0.137887,1.852034,0.551,4.16
Sky_9,3359695075,124435869,8818668,9465251,3961789,102190161,0.460334,0.757285,0.130599,1.348219,0.401,3.7
