node,prr_parent(last),prr_sender(last),prr_all_nei_avg,ul_sent,ul_recv,PDR_UL(%),dl_sent,dl_recv,PDR_DL(%),PDR_DL_CSV_last(%),UL_delay_samples,UL_delay_ticks_avg,UL_delay_ms_avg,DL_delay_samples,DL_delay_ticks_avg,DL_delay_ms_avg
01:00,,,66.99,0,0,,0,0,,,0,,,0,,
02:00,90.0,97.0,91.13,119,117,98.32,3,3,100.0,100.0,117,1.66,12.95,3,92.33,721.35
03:00,94.0,88.0,85.87,119,118,99.16,3,3,100.0,100.0,118,29.66,231.73,3,51.67,403.65
04:00,96.0,99.0,95.33,119,114,95.8,3,3,100.0,100.0,114,62.32,486.84,3,20.0,156.25
05:00,98.0,98.0,99.14,119,118,99.16,3,3,100.0,100.0,118,1.39,10.86,3,96.33,752.6
06:00,94.0,90.0,93.17,119,115,96.64,3,3,100.0,100.0,115,49.28,384.99,3,31.67,247.4
07:00,78.0,87.0,83.27,119,117,98.32,3,3,100.0,100.0,117,67.22,525.17,3,20.0,156.25
08:00,100.0,56.0,86.04,119,118,99.16,3,3,100.0,100.0,118,0.44,3.44,3,80.33,627.6
09:00,80.0,89.0,87.34,119,116,97.48,3,3,100.0,100.0,116,2.63,20.54,3,61.0,476.56
10:00,96.0,100.0,93.98,119,118,99.16,3,3,100.0,100.0,118,2.67,20.86,3,81.67,638.02
11:00,92.0,85.0,87.5,119,113,94.96,3,3,100.0,100.0,113,59.87,467.71,3,37.67,294.27
12:00,100.0,91.0,86.74,119,118,99.16,3,3,100.0,100.0,118,60.79,474.91,3,14.0,109.38
13:00,100.0,77.0,82.15,119,118,99.16,3,3,100.0,100.0,118,1.73,13.51,3,75.67,591.15
14:00,100.0,68.0,88.88,119,117,98.32,3,3,100.0,100.0,117,78.19,610.84,3,0.0,0.0
15:00,100.0,93.0,92.77,119,119,100.0,3,3,100.0,100.0,119,1.36,10.64,3,71.67,559.9
16:00,93.0,93.0,89.08,119,116,97.48,3,3,100.0,100.0,116,0.48,3.77,3,114.33,893.23
17:00,100.0,63.0,83.21,119,118,99.16,3,3,100.0,100.0,118,37.79,295.22,3,21.67,169.27
18:00,98.0,98.0,96.59,119,117,98.32,3,3,100.0,100.0,117,1.09,8.55,3,104.0,812.5
19:00,98.0,67.0,82.88,119,116,97.48,2,2,100.0,100.0,116,0.26,2.02,2,80.0,625.0
20:00,96.0,96.0,85.45,119,117,98.32,2,2,100.0,100.0,117,49.37,385.68,2,6.5,50.78
21:00,94.0,94.0,91.96,119,117,98.32,2,2,100.0,100.0,117,9.86,77.06,2,81.5,636.72
22:00,100.0,100.0,82.64,119,117,98.32,2,2,100.0,100.0,117,70.32,549.41,2,0.0,0.0
23:00,100.0,70.0,85.86,119,118,99.16,2,2,100.0,100.0,118,11.7,91.43,2,31.5,246.09
24:00,98.0,71.0,86.49,119,116,97.48,2,2,100.0,100.0,116,3.48,27.21,2,69.0,539.06
25:00,97.0,85.0,91.57,119,116,97.48,2,2,100.0,100.0,116,4.75,37.11,2,52.0,406.25
26:00,97.0,98.0,98.07,119,117,98.32,2,2,100.0,100.0,117,52.61,410.99,2,9.0,70.31
27:00,87.0,93.0,88.07,119,118,99.16,2,2,100.0,100.0,118,1.73,13.51,2,68.0,531.25
28:00,97.0,97.0,90.52,119,116,97.48,2,2,100.0,100.0,116,33.99,265.56,2,54.5,425.78
29:00,97.0,91.0,89.13,119,118,99.16,2,2,100.0,100.0,118,67.79,529.59,2,21.5,167.97
30:00,100.0,100.0,99.73,119,117,98.32,2,2,100.0,100.0,117,0.0,0.0,2,88.5,691.41
