node,prr_parent(last),prr_sender(last),prr_all_nei_avg,ul_sent,ul_recv,PDR_UL(%),dl_sent,dl_recv,PDR_DL(%),PDR_DL_CSV_last(%),UL_delay_samples,UL_delay_ticks_avg,UL_delay_ms_avg,DL_delay_samples,DL_delay_ticks_avg,DL_delay_ms_avg
01:00,,,69.49,0,0,,0,0,,,0,,,0,,
02:00,97.0,92.0,93.35,119,116,97.48,3,3,100.0,100.0,116,81.81,639.14,3,10.0,78.12
03:00,98.0,85.0,88.26,119,117,98.32,3,3,100.0,100.0,117,46.53,363.51,3,79.33,619.79
04:00,93.0,95.0,93.21,119,115,96.64,3,3,100.0,100.0,115,114.3,892.93,3,2.33,18.23
05:00,96.0,95.0,96.76,119,119,100.0,3,3,100.0,100.0,119,12.2,95.33,3,122.67,958.33
06:00,94.0,89.0,93.45,119,119,100.0,3,3,100.0,100.0,119,118.49,925.68,3,3.0,23.44
07:00,84.0,88.0,84.7,119,119,100.0,3,3,100.0,100.0,119,17.41,136.03,3,88.67,692.71
08:00,100.0,80.0,84.65,119,117,98.32,3,3,100.0,100.0,117,88.11,688.37,3,20.67,161.46
09:00,75.0,88.0,84.84,119,115,96.64,3,3,100.0,100.0,115,41.87,327.11,3,43.0,335.94
10:00,100.0,91.0,95.66,119,116,97.48,3,3,100.0,100.0,116,124.4,971.85,3,0.0,0.0
11:00,98.0,90.0,93.46,119,117,98.32,3,3,100.0,100.0,117,95.4,745.33,3,6.0,46.88
12:00,100.0,71.0,87.13,119,117,98.32,3,3,100.0,100.0,117,117.36,916.87,3,0.0,0.0
13:00,100.0,70.0,81.99,119,119,100.0,3,3,100.0,100.0,119,25.61,200.04,3,38.33,299.48
14:00,100.0,66.0,88.92,119,118,99.16,3,3,100.0,100.0,118,117.64,919.03,3,0.0,0.0
15:00,93.0,97.0,91.45,119,118,99.16,3,3,100.0,100.0,118,132.33,1033.83,3,0.0,0.0
16:00,92.0,87.0,90.29,119,116,97.48,3,3,100.0,100.0,116,113.8,889.08,3,6.0,46.88
17:00,98.0,78.0,82.33,119,114,95.8,3,3,100.0,100.0,114,71.37,557.57,3,13.0,101.56
18:00,98.0,98.0,95.93,119,119,100.0,3,3,100.0,100.0,119,11.05,86.33,3,81.67,638.02
19:00,100.0,62.0,84.75,119,118,99.16,2,2,100.0,100.0,118,122.17,954.45,2,0.0,0.0
20:00,90.0,90.0,89.17,119,119,100.0,2,2,100.0,100.0,119,123.92,968.09,2,2.5,19.53
21:00,95.0,95.0,90.68,119,117,98.32,2,2,100.0,100.0,117,12.79,99.89,2,77.5,605.47
22:00,98.0,58.0,85.58,119,116,97.48,2,2,100.0,100.0,116,111.26,869.21,2,0.0,0.0
23:00,100.0,68.0,82.97,119,118,99.16,2,2,100.0,100.0,118,4.86,38.0,2,35.5,277.34
24:00,100.0,65.0,85.32,119,117,98.32,2,2,100.0,100.0,117,12.4,96.89,2,58.5,457.03
25:00,91.0,98.0,88.09,119,118,99.16,2,2,100.0,100.0,118,62.47,488.02,2,0.0,0.0
26:00,96.0,98.0,98.42,119,118,99.16,2,2,100.0,100.0,118,14.48,113.15,2,72.5,566.41
27:00,97.0,97.0,90.42,119,118,99.16,2,2,100.0,100.0,118,78.69,614.8,2,0.0,0.0
28:00,96.0,96.0,89.99,119,118,99.16,2,2,100.0,100.0,118,103.1,805.48,2,36.5,285.16
29:00,100.0,100.0,90.34,119,116,97.48,2,2,100.0,100.0,116,88.49,691.34,2,0.0,0.0
30:00,98.0,97.0,97.69,119,119,100.0,2,2,100.0,100.0,119,43.66,341.12,2,38.0,296.88
