node,prr_parent(last),prr_sender(last),prr_all_nei_avg,ul_sent,ul_recv,PDR_UL(%),dl_sent,dl_recv,PDR_DL(%),PDR_DL_CSV_last(%),UL_delay_samples,UL_delay_ticks_avg,UL_delay_ms_avg,DL_delay_samples,DL_delay_ticks_avg,DL_delay_ms_avg
01:00,,,72.44,0,0,,0,0,,,0,,,0,,
02:00,94.0,93.0,96.21,119,115,96.64,3,3,100.0,100.0,115,2.54,19.84,3,100.0,781.25
03:00,100.0,86.0,87.1,119,118,99.16,3,3,100.0,100.0,118,33.0,257.81,3,29.0,226.56
04:00,92.0,87.0,91.18,119,117,98.32,3,3,100.0,100.0,117,17.09,133.48,3,74.67,583.33
05:00,95.0,95.0,92.58,119,117,98.32,3,3,100.0,100.0,117,45.68,356.9,3,43.0,335.94
06:00,91.0,93.0,93.1,119,117,98.32,3,3,100.0,100.0,117,30.37,237.25,3,50.67,395.83
07:00,90.0,90.0,87.44,119,119,100.0,3,3,100.0,100.0,119,84.39,659.27,3,0.0,0.0
08:00,96.0,90.0,84.07,119,117,98.32,3,3,100.0,100.0,117,3.47,27.11,3,45.33,354.17
09:00,91.0,91.0,85.65,119,118,99.16,3,3,100.0,100.0,118,27.36,213.78,3,63.67,497.4
10:00,92.0,89.0,92.04,119,119,100.0,3,3,100.0,100.0,119,79.56,621.59,3,28.0,218.75
11:00,97.0,97.0,87.68,119,116,97.48,3,3,100.0,100.0,116,36.78,287.31,3,43.67,341.15
12:00,100.0,61.0,87.05,119,114,95.8,3,3,100.0,100.0,114,1.18,9.25,3,74.33,580.73
13:00,100.0,67.0,85.94,119,118,99.16,3,3,100.0,100.0,118,1.03,8.08,3,89.33,697.92
14:00,97.0,90.0,91.24,119,118,99.16,3,3,100.0,100.0,118,0.95,7.42,3,91.67,716.15
15:00,96.0,90.0,92.84,119,115,96.64,3,3,100.0,100.0,115,20.91,163.38,3,81.33,635.42
16:00,88.0,88.0,92.1,119,117,98.32,3,3,100.0,100.0,117,20.43,159.59,3,35.0,273.44
17:00,100.0,70.0,84.94,119,118,99.16,3,3,100.0,100.0,118,0.75,5.83,3,68.0,531.25
18:00,100.0,99.0,99.54,119,117,98.32,3,3,100.0,100.0,117,50.46,394.23,3,31.67,247.4
19:00,97.0,71.0,86.57,119,114,95.8,2,2,100.0,100.0,114,64.46,503.56,2,0.0,0.0
20:00,88.0,90.0,90.46,119,117,98.32,2,2,100.0,100.0,117,31.61,246.93,2,62.0,484.38
21:00,100.0,100.0,88.61,119,116,97.48,2,2,100.0,100.0,116,0.62,4.85,2,120.5,941.41
22:00,100.0,63.0,86.91,119,116,97.48,2,2,100.0,100.0,116,49.87,389.61,2,0.0,0.0
23:00,100.0,71.0,86.54,119,118,99.16,2,2,100.0,100.0,118,2.02,15.76,2,96.5,753.91
24:00,98.0,64.0,88.68,119,117,98.32,2,2,100.0,100.0,117,43.33,338.54,2,1.5,11.72
25:00,92.0,95.0,90.74,119,119,100.0,2,2,100.0,100.0,119,29.35,229.32,2,58.5,457.03
26:00,100.0,96.0,96.56,119,116,97.48,2,2,100.0,100.0,116,32.82,256.4,2,19.5,152.34
27:00,100.0,100.0,92.18,119,117,98.32,2,2,100.0,100.0,117,64.52,504.07,2,0.0,0.0
28:00,96.0,88.0,87.66,119,118,99.16,2,2,100.0,100.0,118,15.92,124.34,2,67.5,527.34
29:00,98.0,98.0,93.03,119,117,98.32,2,2,100.0,100.0,117,38.71,302.42,2,12.5,97.66
30:00,100.0,98.0,98.16,119,116,97.48,2,2,100.0,100.0,116,0.0,0.0,2,97.5,761.72
