mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359691933,163076605,3765767,19246408,14380171,125684259,0.196573,1.896539,0.160624,2.253737,0.671,4.85
Sky_10,3359663012,112210562,4679542,4891468,2633239,100006313,0.244272,0.424393,0.127808,0.796474,0.237,3.34
Sky_11,3359672219,111076122,5761766,4356777,1995003,98962576,0.300764,0.35824,0.126474,0.785479,0.234,3.31
Sky_12,3359681049,127617049,11504369,8028617,4293830,103790233,0.600528,0.694986,0.132644,1.428158,0.425,3.8
Sky_13,3359676942,119850600,4426650,9691676,5701183,100031091,0.231071,0.868157,0.12784,1.227068,0.365,3.57
Sky_14,3359682114,138723478,19058256,8200858,3937121,107527243,0.994841,0.684582,0.13742,1.816843,0.541,4.13
Sky_15,3359691579,114984304,5640742,5663138,3247894,100432530,0.294447,0.502582,0.128353,0.925382,0.275,3.42
Sky_16,3359682038,113087358,4952937,6401248,2661074,99072099,0.258543,0.511115,0.126614,0.896272,0.267,3.37
Sky_17,3359670514,126264027,13613576,5702326,3073491,103874634,0.710629,0.494956,0.132752,1.338337,0.398,3.76
Sky_18,3359685211,106246394,5576710,1924924,930338,97814422,0.291104,0.161037,0.125007,0.577148,0.172,3.16
Sky_19,3359691853,128027997,10197941,7823733,5351656,104654667,0.532333,0.743092,0.133749,1.409173,0.419,3.81
Sky_2,3359688548,114937280,6592757,5858953,2640244,99845326,0.344142,0.479355,0.127602,0.951099,0.283,3.42
Sky_20,3359690876,117880005,5911132,8079378,3744444,100145051,0.308561,0.666864,0.127985,1.10341,0.328,3.51
Sky_21,3359691750,112846161,5190958,5412784,2553634,99688785,0.270968,0.449306,0.127402,0.847676,0.252,3.36
Sky_22,3359662675,127939182,13172302,7068215,3694360,104004305,0.687594,0.607009,0.132918,1.427521,0.425,3.81
Sky_23,3359668651,127334683,13481934,5951084,3690927,104210738,0.703757,0.543809,0.133181,1.380748,0.411,3.79
Sky_24,3359687328,128284404,13457431,6981495,3580228,104265250,0.702478,0.595681,0.133251,1.43141,0.426,3.82
Sky_25,3359682677,112649272,5836003,5288305,2107833,99417131,0.304639,0.417142,0.127055,0.848837,0.253,3.35
Sky_26,3359677718,104806939,4343242,2596738,993612,96873347,0.226717,0.202496,0.123804,0.553017,0.165,3.12
Sky_27,3359676891,109633519,4981674,4264926,2047620,98339299,0.260043,0.356028,0.125678,0.741749,0.221,3.26
Sky_28,3359688664,115459024,5322718,7048643,3625687,99461976,0.277846,0.602032,0.127112,1.00699,0.3,3.44
Sky_29,3359666624,110143364,5073847,4038023,2149167,98882327,0.264855,0.348958,0.126372,0.740184,0.22,3.28
Sky_3,3359674991,108989080,3810482,5123887,2558233,97496478,0.198907,0.433272,0.1246,0.756779,0.225,3.24
Sky_30,3359688599,106684417,4113569,3691788,1541993,97337067,0.214728,0.295185,0.124397,0.63431,0.189,3.18
Sky_4,3359687285,114807096,6362151,5503718,2806364,100134863,0.332104,0.468689,0.127972,0.928765,0.276,3.42
Sky_5,3359668513,107232445,5642584,2528450,931455,98129956,0.294543,0.195139,0.12541,0.615092,0.183,3.19
Sky_6,3359664187,110894878,5426121,3990796,2195767,99282194,0.283244,0.348922,0.126883,0.759048,0.226,3.3
Sky_7,3359672870,116073477,5601214,6873949,3294848,100303466,0.292383,0.57352,0.128188,0.994091,0.296,3.45
Sky_8,3359668113,145578590,24906756,6467922,3853989,110349923,1.300133,0.582156,0.141027,2.023316,0.602,4.33
Sky_9,3359682973,122137236,6712373,9726336,4389428,101309099,0.350386,0.796129,0.129473,1.275988,0.38,3.64
