node,prr_parent(last),prr_sender(last),prr_all_nei_avg,ul_sent,ul_recv,PDR_UL(%),dl_sent,dl_recv,PDR_DL(%),PDR_DL_CSV_last(%),UL_delay_samples,UL_delay_ticks_avg,UL_delay_ms_avg,DL_delay_samples,DL_delay_ticks_avg,DL_delay_ms_avg
01:00,,,73.52,0,0,,0,0,,,0,,,0,,
02:00,96.0,96.0,95.21,119,117,98.32,3,3,100.0,100.0,117,79.2,618.72,3,30.0,234.38
03:00,98.0,88.0,88.98,119,115,96.64,3,3,100.0,100.0,115,76.23,595.52,3,32.0,250.0
04:00,90.0,99.0,92.87,119,115,96.64,3,3,100.0,100.0,115,56.83,443.95,3,27.67,216.15
05:00,98.0,99.0,99.38,119,116,97.48,3,3,100.0,100.0,116,94.04,734.71,3,19.67,153.65
06:00,91.0,85.0,91.49,119,116,97.48,3,3,100.0,100.0,116,59.06,461.41,3,20.33,158.85
07:00,77.0,85.0,84.84,119,118,99.16,3,3,100.0,100.0,118,78.13,610.37,3,35.0,273.44
08:00,100.0,65.0,82.08,119,117,98.32,3,3,100.0,100.0,117,18.17,141.96,3,63.33,494.79
09:00,90.0,94.0,85.52,119,113,94.96,3,3,100.0,100.0,113,108.6,848.45,3,0.0,0.0
10:00,91.0,85.0,91.81,119,118,99.16,3,3,100.0,100.0,118,4.03,31.51,3,80.67,630.21
11:00,97.0,92.0,93.89,119,117,98.32,3,3,100.0,100.0,117,39.39,307.76,3,17.67,138.02
12:00,97.0,70.0,88.58,119,117,98.32,3,3,100.0,100.0,117,44.87,350.56,3,46.67,364.58
13:00,100.0,74.0,85.03,119,117,98.32,3,3,100.0,100.0,117,74.09,578.79,3,0.0,0.0
14:00,100.0,70.0,88.87,119,118,99.16,3,3,100.0,100.0,118,30.07,234.9,3,32.67,255.21
15:00,97.0,88.0,92.1,119,116,97.48,3,3,100.0,100.0,116,90.89,710.06,3,12.0,93.75
16:00,96.0,86.0,89.71,119,116,97.48,3,3,100.0,100.0,116,103.96,812.16,3,4.33,33.85
17:00,98.0,68.0,83.6,119,116,97.48,3,3,100.0,100.0,116,100.74,787.04,3,0.0,0.0
18:00,97.0,96.0,97.8,119,116,97.48,3,3,100.0,100.0,116,44.84,350.35,3,48.0,375.0
19:00,100.0,75.0,86.45,119,119,100.0,2,2,100.0,100.0,119,68.56,535.65,2,17.5,136.72
20:00,98.0,98.0,89.69,119,115,96.64,2,2,100.0,100.0,115,71.41,557.88,2,21.5,167.97
21:00,95.0,95.0,84.24,119,116,97.48,2,2,100.0,100.0,116,15.09,117.86,2,79.0,617.19
22:00,98.0,65.0,83.26,119,116,97.48,2,2,100.0,100.0,116,103.12,805.63,2,0.0,0.0
23:00,98.0,72.0,81.74,119,119,100.0,2,2,100.0,100.0,119,71.14,555.8,2,0.0,0.0
24:00,100.0,75.0,85.48,119,119,100.0,2,2,100.0,100.0,119,95.23,743.96,2,1.5,11.72
25:00,93.0,93.0,89.66,119,116,97.48,2,2,100.0,100.0,116,104.15,813.64,2,0.0,0.0
26:00,95.0,93.0,96.74,119,117,98.32,2,2,100.0,100.0,117,86.47,675.55,2,46.5,363.28
27:00,89.0,93.0,89.22,119,118,99.16,2,2,100.0,100.0,118,84.35,658.96,2,0.0,0.0
28:00,98.0,85.0,89.87,119,117,98.32,2,2,100.0,100.0,117,7.67,59.9,2,82.0,640.62
29:00,95.0,100.0,90.64,119,115,96.64,2,2,100.0,100.0,115,1.21,9.44,2,67.0,523.44
30:00,98.0,96.0,97.51,119,113,94.96,2,2,100.0,100.0,113,1.55,12.1,2,102.0,796.88
