node,prr_parent(last),prr_sender(last),prr_all_nei_avg,ul_sent,ul_recv,PDR_UL(%),dl_sent,dl_recv,PDR_DL(%),PDR_DL_CSV_last(%),UL_delay_samples,UL_delay_ticks_avg,UL_delay_ms_avg,DL_delay_samples,DL_delay_ticks_avg,DL_delay_ms_avg
01:00,,,77.2,0,0,,0,0,,,0,,,0,,
02:00,90.0,90.0,93.16,119,116,97.48,3,3,100.0,100.0,116,69.35,541.82,3,19.0,148.44
03:00,97.0,87.0,87.5,119,117,98.32,3,3,100.0,100.0,117,111.25,869.12,3,3.67,28.65
04:00,94.0,92.0,92.72,119,117,98.32,3,3,100.0,100.0,117,63.29,494.46,3,52.33,408.85
05:00,96.0,99.0,98.92,119,119,100.0,3,3,100.0,100.0,119,18.82,147.06,3,73.67,575.52
06:00,94.0,99.0,89.26,119,115,96.64,3,3,100.0,100.0,115,99.77,779.48,3,8.33,65.1
07:00,77.0,92.0,83.99,119,116,97.48,3,3,100.0,100.0,116,91.52,714.98,3,10.0,78.12
08:00,98.0,85.0,86.38,119,119,100.0,3,3,100.0,100.0,119,60.9,475.77,3,47.33,369.79
09:00,86.0,85.0,87.17,119,118,99.16,3,3,100.0,100.0,118,133.04,1039.39,3,0.0,0.0
10:00,91.0,88.0,92.22,119,117,98.32,3,3,100.0,100.0,117,19.5,152.38,3,76.67,598.96
11:00,90.0,90.0,93.23,119,116,97.48,3,3,100.0,100.0,116,68.54,535.49,3,0.0,0.0
12:00,100.0,66.0,86.39,119,118,99.16,3,3,100.0,100.0,118,89.81,701.6,3,0.0,0.0
13:00,100.0,85.0,84.88,119,117,98.32,3,3,100.0,100.0,117,80.45,628.54,3,0.0,0.0
14:00,98.0,71.0,86.33,119,117,98.32,3,3,100.0,100.0,117,15.38,120.19,3,28.0,218.75
15:00,93.0,88.0,87.71,119,118,99.16,3,3,100.0,100.0,118,39.73,310.38,3,51.33,401.04
16:00,97.0,97.0,93.97,119,116,97.48,3,3,100.0,100.0,116,40.54,316.74,3,45.33,354.17
17:00,100.0,72.0,87.72,119,119,100.0,3,3,100.0,100.0,119,132.39,1034.27,3,0.0,0.0
18:00,93.0,98.0,98.38,119,119,100.0,3,3,100.0,100.0,119,96.03,750.2,3,0.0,0.0
19:00,100.0,81.0,87.02,119,118,99.16,2,2,100.0,100.0,118,97.57,762.25,2,32.5,253.91
20:00,92.0,90.0,92.11,119,116,97.48,2,2,100.0,100.0,116,108.18,845.16,2,0.0,0.0
21:00,97.0,97.0,86.24,119,113,94.96,2,2,100.0,100.0,113,100.38,784.22,2,0.0,0.0
22:00,100.0,65.0,84.84,119,115,96.64,2,2,100.0,100.0,115,25.83,201.83,2,13.0,101.56
23:00,100.0,71.0,83.36,119,116,97.48,2,2,100.0,100.0,116,30.69,239.76,2,12.0,93.75
24:00,100.0,73.0,85.74,119,117,98.32,2,2,100.0,100.0,117,112.51,879.01,2,0.0,0.0
25:00,91.0,96.0,91.5,119,117,98.32,2,2,100.0,100.0,117,82.51,644.63,2,0.0,0.0
26:00,98.0,97.0,97.1,119,119,100.0,2,2,100.0,100.0,119,121.39,948.4,2,0.0,0.0
27:00,97.0,97.0,90.91,119,119,100.0,2,2,100.0,100.0,119,80.09,625.72,2,18.0,140.62
28:00,96.0,86.0,88.21,119,116,97.48,2,2,100.0,100.0,116,83.77,654.43,2,0.0,0.0
29:00,96.0,96.0,85.9,119,118,99.16,2,2,100.0,100.0,118,127.53,996.36,2,0.0,0.0
30:00,96.0,98.0,95.3,119,117,98.32,2,2,100.0,100.0,117,104.72,818.11,2,5.5,42.97
