mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359704072,124117874,3536294,11233144,6978085,102370351,0.184595,1.027113,0.130829,1.342537,0.4,3.69
Sky_10,3359701057,109671206,6574070,4122770,2204952,96769414,0.343166,0.356884,0.123671,0.823721,0.245,3.26
Sky_11,3359691613,116894291,8638680,6187315,3363976,98704320,0.450939,0.538693,0.126144,1.115776,0.332,3.48
Sky_12,3359706662,117964069,11542782,3945107,2647184,99828996,0.602533,0.371805,0.127581,1.10192,0.328,3.51
Sky_13,3359686448,104194944,4810677,2124516,1203270,96056481,0.251117,0.187687,0.12276,0.561565,0.167,3.1
Sky_14,3359703363,111437114,5460366,5750722,3413457,96812569,0.285031,0.51686,0.123726,0.925617,0.276,3.32
Sky_15,3359701373,107044824,4956301,3961368,1953102,96174053,0.258719,0.333576,0.12291,0.715205,0.213,3.19
Sky_2,3359698683,111031566,4837473,6135865,3472594,96585634,0.252516,0.541917,0.123436,0.91787,0.273,3.3
Sky_3,3359695126,106257662,5188530,3346128,1623004,96100000,0.270841,0.280259,0.122816,0.673916,0.201,3.16
Sky_4,3359700871,115235606,10450065,3967974,1970005,98847562,0.545493,0.334902,0.126327,1.006723,0.3,3.43
Sky_5,3359685904,112219313,5775195,5902093,3273964,97268061,0.301465,0.51753,0.124309,0.943303,0.281,3.34
Sky_6,3359708313,119953988,13779568,3586315,2024191,100563914,0.719293,0.316433,0.128521,1.164247,0.347,3.57
Sky_7,3359710596,107209704,5423668,2814709,1940068,97031259,0.283115,0.268169,0.124006,0.675291,0.201,3.19
Sky_8,3359692791,105071260,4768613,2840537,1438777,96023333,0.248922,0.241353,0.122718,0.612993,0.182,3.13
Sky_9,3359696451,111728727,5662220,5639259,3599836,96827412,0.295568,0.521085,0.123745,0.940398,0.28,3.33
