mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359700872,122522416,3492330,10780839,6439115,101810132,0.1823,0.971205,0.130113,1.283618,0.382,3.65
Sky_10,3359692840,108191430,5476360,3513299,2341698,96860073,0.285866,0.330222,0.123787,0.739875,0.22,3.22
Sky_11,3359690548,118637694,9112686,6629737,3991677,98903594,0.475682,0.599048,0.126399,1.201129,0.358,3.53
Sky_12,3359689042,117339895,10844242,4424913,2365160,99705580,0.566069,0.38296,0.127424,1.076453,0.32,3.49
Sky_13,3359684179,104688232,4844335,2514062,1412056,95917779,0.252874,0.221433,0.122583,0.59689,0.178,3.12
Sky_14,3359692140,109419789,5235674,5066477,2604747,96512891,0.273302,0.432657,0.123343,0.829303,0.247,3.26
Sky_15,3359685082,105904117,5007108,3203909,1694930,95998170,0.261371,0.276295,0.122686,0.660351,0.197,3.15
Sky_2,3359698321,110252253,5086314,5700116,2939293,96526530,0.265506,0.487263,0.123361,0.876129,0.261,3.28
Sky_3,3359686983,105772143,5140585,3277799,1315166,96038593,0.268339,0.259043,0.122737,0.650119,0.194,3.15
Sky_4,3359682681,108264381,5950486,3485950,1841494,96986451,0.310615,0.300468,0.123949,0.735032,0.219,3.22
Sky_5,3359675841,115849287,8413515,5273406,2993728,99168638,0.439185,0.466266,0.126738,1.032189,0.307,3.45
Sky_6,3359691388,117794089,11546898,4385079,2044662,99817450,0.602748,0.362637,0.127567,1.092952,0.325,3.51
Sky_7,3359691267,109514661,5808672,4499121,2355060,96851808,0.303213,0.386576,0.123777,0.813565,0.242,3.26
Sky_8,3359687770,105997971,5559264,2719123,1564569,96155015,0.290194,0.2416,0.122886,0.65468,0.195,3.15
Sky_9,3359698367,113081665,5459883,6577433,3974367,97069982,0.285006,0.595122,0.124055,1.004183,0.299,3.37
