mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359688425,122974087,3418898,11612062,5846526,102096601,0.178466,0.984664,0.130479,1.29361,0.385,3.66
Sky_10,3359675661,106398534,5225746,3144227,1639437,96389124,0.272784,0.269799,0.123185,0.665768,0.198,3.17
Sky_11,3359691426,117043625,7955042,6146464,3796585,99145534,0.415253,0.560788,0.126708,1.102749,0.328,3.48
Sky_12,3359696712,117076917,11599273,3577589,1950625,99949430,0.605482,0.311791,0.127735,1.045009,0.311,3.48
Sky_13,3359692536,104964097,4724562,1778163,1726618,96734754,0.246622,0.19767,0.123627,0.567919,0.169,3.12
Sky_14,3359684294,109460353,4941479,4974539,3069015,96475320,0.257945,0.453656,0.123295,0.834897,0.249,3.26
Sky_15,3359681196,106681594,5108437,3391558,2067406,96114193,0.26666,0.307886,0.122834,0.69738,0.208,3.18
Sky_2,3359676796,108145290,5064456,4591639,2148518,96340677,0.264365,0.380145,0.123123,0.767633,0.228,3.22
Sky_3,3359671146,105271713,5315425,2263395,1574124,96118769,0.277465,0.216436,0.12284,0.616741,0.184,3.13
Sky_4,3359669621,112555941,8922855,3024350,1937333,98671403,0.465773,0.279839,0.126102,0.871714,0.259,3.35
Sky_5,3359691611,113860191,5209814,6424390,4731845,97494142,0.271952,0.629212,0.124598,1.025761,0.305,3.39
Sky_6,3359697918,116466989,11476223,3484485,1707178,99799103,0.599059,0.29281,0.127543,1.019412,0.303,3.47
Sky_7,3359679474,108826749,5673891,4332481,2175514,96644863,0.296177,0.367051,0.123512,0.78674,0.234,3.24
Sky_8,3359691409,106632418,5256257,2342495,1957893,97075773,0.274377,0.242542,0.124063,0.640981,0.191,3.17
Sky_9,3359678055,109571615,5325220,4992358,2721536,96532501,0.277976,0.435064,0.123369,0.836409,0.249,3.26
