mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359670930,123138941,3472755,11282413,6225797,102157976,0.181278,0.987463,0.130558,1.299299,0.387,3.67
Sky_10,3359664328,116566107,11581292,3726961,1700873,99556981,0.604543,0.30613,0.127234,1.037907,0.309,3.47
Sky_11,3359669702,114148690,5112824,7318428,4460177,97257261,0.266889,0.664313,0.124295,1.055498,0.314,3.4
Sky_12,3359685969,112885454,9011937,3623230,1765427,98484860,0.470423,0.30392,0.125864,0.900207,0.268,3.36
Sky_13,3359681144,103625999,4562966,2129499,1165385,95768149,0.238187,0.185831,0.122392,0.54641,0.163,3.08
Sky_14,3359687731,108111201,5011790,4071769,2570630,96457012,0.261615,0.374631,0.123272,0.759519,0.226,3.22
Sky_15,3359677098,105046552,5508417,1820681,1231045,96486409,0.287539,0.172117,0.12331,0.582966,0.174,3.13
Sky_2,3359687951,110161072,5194831,5364389,3038926,96562926,0.27117,0.473947,0.123407,0.868525,0.259,3.28
Sky_3,3359660186,105476703,4448165,3329766,1794337,95904435,0.232194,0.288999,0.122566,0.643759,0.192,3.14
Sky_4,3359687277,113243835,8875875,3857364,2061859,98448737,0.463321,0.333844,0.125817,0.922982,0.275,3.37
Sky_5,3359687666,114292362,5628604,6938445,4307716,97417597,0.293813,0.634283,0.1245,1.052596,0.313,3.4
Sky_6,3359659398,119426703,13237998,3705409,2061438,100421858,0.691023,0.32525,0.128339,1.144613,0.341,3.55
Sky_7,3359685495,108730023,5552351,3856014,2554259,96767399,0.289833,0.361539,0.123669,0.775041,0.231,3.24
Sky_8,3359666260,104858935,4740012,2684138,1328323,96106462,0.247429,0.226303,0.122824,0.596555,0.178,3.12
Sky_9,3359684685,107992287,5228403,3964296,2370943,96428645,0.272923,0.357307,0.123236,0.753466,0.224,3.21
