mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359623096,122843251,3530053,11113726,6138033,102061439,0.184269,0.972999,0.130435,1.287702,0.383,3.66
Sky_10,3359626530,108525254,6489682,3010191,2113460,96911921,0.338761,0.288974,0.123853,0.751589,0.224,3.23
Sky_11,3359648851,116636468,7608295,6823916,3820581,98383676,0.397153,0.60035,0.125734,1.123237,0.334,3.47
Sky_12,3359635725,118220790,12430452,3888854,1783047,100118437,0.64887,0.319895,0.127951,1.096716,0.326,3.52
Sky_13,3359646349,105502005,5181593,2572141,1736826,96011445,0.270479,0.243026,0.122703,0.636208,0.189,3.14
Sky_14,3359641045,109115573,5122805,4592389,2956218,96444161,0.26741,0.425741,0.123256,0.816407,0.243,3.25
Sky_15,3359639094,105609592,5083261,2637176,1740028,96149127,0.265346,0.246874,0.122879,0.635099,0.189,3.14
Sky_2,3359649608,110464519,5439553,5580802,2947104,96497060,0.283945,0.480974,0.123323,0.888242,0.264,3.29
Sky_3,3359622238,107175760,4748506,4136794,2098325,96192135,0.247872,0.351661,0.122934,0.722466,0.215,3.19
Sky_4,3359642774,108660139,5931565,3807460,1989451,96931663,0.309628,0.326946,0.123879,0.760452,0.226,3.23
Sky_5,3359642994,116854049,8181564,6320566,3560683,98791236,0.427078,0.557302,0.126255,1.110635,0.331,3.48
Sky_6,3359639015,117539564,11263301,4033809,2235322,100007132,0.587944,0.353579,0.127809,1.069332,0.318,3.5
Sky_7,3359641045,107616594,5119278,3552952,2235977,96708387,0.267226,0.326496,0.123593,0.717315,0.214,3.2
Sky_8,3359639512,105324060,5149010,2564611,1419546,96190893,0.268778,0.224706,0.122932,0.616417,0.183,3.13
Sky_9,3359626619,110054863,5596264,3830063,3946130,96682406,0.292125,0.438577,0.12356,0.854262,0.254,3.28
