mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359703415,123189178,3611559,11046201,6360543,102170875,0.188523,0.98174,0.130574,1.300838,0.387,3.67
Sky_10,3359689508,108595217,5865903,3859149,2265507,96604658,0.3062,0.345431,0.123461,0.775091,0.231,3.23
Sky_11,3359692158,119281873,10023538,6182478,3679936,99395921,0.523229,0.55624,0.127028,1.206497,0.359,3.55
Sky_12,3359704472,117820371,11017676,4489489,2664166,99649040,0.575123,0.403466,0.127351,1.10594,0.329,3.51
Sky_13,3359700493,106178685,5157812,3179443,1786221,96055209,0.269238,0.280063,0.122759,0.67206,0.2,3.16
Sky_14,3359687829,109365804,5303659,4918223,2517633,96626289,0.276851,0.419382,0.123488,0.819722,0.244,3.26
Sky_15,3359711045,105212203,5441248,2360060,1330829,96080066,0.284033,0.208166,0.12279,0.61499,0.183,3.13
Sky_2,3359707464,111030256,5437462,3991635,3369727,98231432,0.283836,0.415181,0.12554,0.824556,0.245,3.3
Sky_3,3359700898,107599514,4803524,4255963,2535732,96004295,0.250744,0.383052,0.122693,0.756489,0.225,3.2
Sky_4,3359695701,109370388,6556729,3644745,2095655,97073259,0.342261,0.323759,0.12406,0.790079,0.235,3.26
Sky_5,3359683829,115862989,8437917,5761028,2977488,98686556,0.440459,0.492852,0.126121,1.059433,0.315,3.45
Sky_6,3359700058,120897151,13468826,4557002,2605373,100265950,0.703073,0.403958,0.12814,1.235171,0.368,3.6
Sky_7,3359688266,108349734,5140112,4223784,2345388,96640450,0.268314,0.370501,0.123506,0.762322,0.227,3.22
Sky_8,3359699523,106505964,5326823,3214832,1725399,96238910,0.27806,0.278629,0.122993,0.679683,0.202,3.17
Sky_9,3359695055,111659467,5548877,5991901,3206624,96912065,0.289651,0.518797,0.123854,0.932302,0.277,3.32
