node,prr_parent(last),prr_sender(last),prr_all_nei_avg,ul_sent,ul_recv,ul_attempts,ul_sent_count,PDR_UL(%),PDR_UL_attempts(%),PDR_UL_sent(%),ul_received,dl_sent,dl_recv,dl_attempts,dl_sent_count,PDR_DL(%),PDR_DL_attempts(%),PDR_DL_sent(%),PDR_DL_CSV_last(%),dl_received,UL_delay_samples,UL_delay_ticks_avg,UL_delay_ms_avg,DL_delay_samples,DL_delay_ticks_avg,DL_delay_ms_avg
02:00,7.69,99.15,73.7,119,118,119,119,99.16,99.16,99.16,1,3,3,3,3,100.0,100.0,100.0,7.69,1,118,114.41,893.8,3,0.0,0.0
03:00,100.0,98.3,99.53,119,117,119,119,98.32,98.32,98.32,1,3,1,3,3,33.33,33.33,33.33,100.0,1,117,134.26,1048.88,1,0.0,0.0
04:00,100.0,100.0,100.0,119,119,119,119,100.0,100.0,100.0,1,3,1,3,3,33.33,33.33,33.33,100.0,1,119,118.34,924.5,1,0.0,0.0
05:00,,99.15,99.88,119,118,119,119,99.16,99.16,99.16,1,3,0,3,3,0.0,0.0,0.0,,0,118,114.77,896.65,0,,
06:00,7.69,100.0,75.5,119,119,119,119,100.0,100.0,100.0,1,3,3,3,3,100.0,100.0,100.0,7.69,1,119,61.61,481.36,3,0.0,0.0
07:00,7.69,100.0,75.71,119,119,119,119,100.0,100.0,100.0,1,3,3,3,3,100.0,100.0,100.0,7.69,1,119,29.57,231.03,3,6.0,46.88
08:00,,100.0,100.0,119,119,119,119,100.0,100.0,100.0,1,0,0,0,0,,,,,0,119,31.84,248.75,0,,
09:00,,100.0,100.0,119,119,119,119,100.0,100.0,100.0,1,0,0,0,0,,,,,0,119,144.55,1129.27,0,,
10:00,7.69,100.0,77.39,119,119,119,119,100.0,100.0,100.0,1,3,3,3,3,100.0,100.0,100.0,7.69,1,119,25.21,196.95,3,11.67,91.15
11:00,,100.0,100.0,119,119,119,119,100.0,100.0,100.0,1,0,0,3,0,,0.0,,,0,119,15.71,122.7,0,,
12:00,7.69,100.0,78.36,119,119,119,119,100.0,100.0,100.0,1,3,3,3,3,100.0,100.0,100.0,7.69,1,119,114.33,893.19,3,0.0,0.0
13:00,,100.0,100.0,119,119,119,119,100.0,100.0,100.0,1,0,0,3,0,,0.0,,,0,119,131.87,1030.2,0,,
14:00,,100.0,100.0,119,119,119,119,100.0,100.0,100.0,1,3,0,3,3,0.0,0.0,0.0,,0,119,52.29,408.55,0,,
15:00,7.69,100.0,79.73,119,119,119,119,100.0,100.0,100.0,1,3,3,3,3,100.0,100.0,100.0,7.69,1,119,101.47,792.74,3,0.0,0.0
16:00,100.0,100.0,100.0,119,119,119,119,100.0,100.0,100.0,1,1,1,3,1,100.0,33.33,100.0,100.0,1,119,75.29,588.17,1,0.0,0.0
17:00,10.0,100.0,80.68,119,119,119,119,100.0,100.0,100.0,1,3,3,3,3,100.0,100.0,100.0,10.0,1,119,24.52,191.57,3,4.0,31.25
18:00,10.0,99.15,81.46,119,118,119,119,99.16,99.16,99.16,1,2,2,2,2,100.0,100.0,100.0,10.0,1,118,125.74,982.32,2,0.0,0.0
19:00,10.0,100.0,81.73,119,119,119,119,100.0,100.0,100.0,1,2,2,2,2,100.0,100.0,100.0,10.0,1,119,118.19,923.38,2,0.0,0.0
20:00,10.0,99.15,82.52,119,118,119,119,99.16,99.16,99.16,1,2,2,2,2,100.0,100.0,100.0,10.0,1,118,124.65,973.85,2,0.0,0.0
21:00,10.0,100.0,83.27,119,119,119,119,100.0,100.0,100.0,1,2,2,2,2,100.0,100.0,100.0,10.0,1,119,37.96,296.55,2,0.0,0.0
22:00,,99.15,98.79,119,118,119,119,99.16,99.16,99.16,1,0,0,2,0,,0.0,,,0,118,126.07,984.9,0,,
23:00,10.0,100.0,84.39,119,119,119,119,100.0,100.0,100.0,1,2,2,2,2,100.0,100.0,100.0,10.0,1,119,44.97,351.37,2,74.5,582.03
24:00,10.0,100.0,84.77,119,119,119,119,100.0,100.0,100.0,1,2,2,2,2,100.0,100.0,100.0,10.0,1,119,118.9,928.9,2,0.0,0.0
25:00,,98.3,98.4,119,117,119,119,98.32,98.32,98.32,1,0,0,2,0,,0.0,,,0,117,58.99,460.87,0,,
26:00,10.0,98.3,84.99,119,117,119,119,98.32,98.32,98.32,1,2,2,2,2,100.0,100.0,100.0,10.0,1,117,82.23,642.43,2,0.0,0.0
27:00,,98.3,97.91,119,117,119,119,98.32,98.32,98.32,1,0,0,2,0,,0.0,,,0,117,128.16,1001.27,0,,
28:00,,99.15,99.99,119,118,119,119,99.16,99.16,99.16,1,0,0,2,0,,0.0,,,0,118,83.22,650.16,0,,
29:00,,99.15,97.01,119,118,119,119,99.16,99.16,99.16,1,0,0,2,0,,0.0,,,0,118,58.77,459.15,0,,
30:00,10.0,100.0,87.9,119,119,119,119,100.0,100.0,100.0,1,2,2,2,2,100.0,100.0,100.0,10.0,1,119,24.83,194.0,2,9.5,74.22
