mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359680612,218691843,5969938,46980354,42222101,123519450,0.311631,5.031018,0.157858,5.500507,1.637,6.51
Sky_10,3359668963,151269625,12115944,21536931,13156366,104460384,0.632452,1.956702,0.1335,2.722655,0.81,4.5
Sky_11,3359681489,172703220,16410425,25748757,19969663,110574375,0.856624,2.578519,0.141314,3.576457,1.065,5.14
Sky_12,3359681231,204532822,16966136,36842544,28073793,122650349,0.885632,3.661281,0.156747,4.703661,1.4,6.09
Sky_13,3359676829,221175744,22169037,42775521,32692446,123538740,1.157224,4.256393,0.157883,5.5715,1.658,6.58
Sky_14,3359673009,199654501,18847623,38044520,26387868,116374490,0.983846,3.633987,0.148727,4.766559,1.419,5.94
Sky_15,3359673659,169963956,15160979,27700760,18917892,108184325,0.791403,2.629292,0.13826,3.558955,1.059,5.06
Sky_16,3359678427,182652300,25610040,26490814,17755429,112796017,1.336844,2.495488,0.144153,3.976486,1.184,5.44
Sky_17,3359692140,189218503,15983704,31135249,24955733,117143817,0.834349,3.163531,0.14971,4.147591,1.235,5.63
Sky_18,3359692660,136951377,11910598,14032023,8456912,102551844,0.621733,1.268376,0.131061,2.02117,0.602,4.08
Sky_19,3359676291,199603402,17903470,37310031,27087831,117302070,0.934561,3.632039,0.149912,4.716513,1.404,5.94
Sky_2,3359669626,153069786,13464750,22147999,12795307,104661730,0.70286,1.970802,0.133758,2.80742,0.836,4.56
Sky_20,3359674242,174331059,19845525,27476183,17103245,109906106,1.035936,2.51428,0.14046,3.690676,1.099,5.19
Sky_21,3359675939,163878185,20681626,21104295,14521999,107570265,1.079581,2.009323,0.137475,3.226379,0.96,4.88
Sky_22,3359673158,178625473,15462568,30635231,22151118,110376556,0.807146,2.97715,0.141061,3.925357,1.168,5.32
Sky_23,3359686610,188853980,12985155,29007847,25573863,121287115,0.677825,3.078408,0.155005,3.911238,1.164,5.62
Sky_24,3359675653,191511773,23398989,31066455,21374677,115671652,1.221427,2.95768,0.147828,4.326935,1.288,5.7
Sky_25,3359672767,171058943,25754619,21485698,13344762,110473864,1.344391,1.964438,0.141186,3.450015,1.027,5.09
Sky_26,3359677975,144507423,12293250,18131438,10846477,103236258,0.641708,1.634354,0.131936,2.407998,0.717,4.3
Sky_27,3359669103,162727372,21545847,20708414,12612009,107861102,1.124693,1.879272,0.137846,3.141812,0.935,4.84
Sky_28,3359678646,170199423,17885960,24793856,17753185,109766422,0.933647,2.399653,0.140281,3.473582,1.034,5.07
Sky_29,3359684814,150958919,12388573,18017271,14362805,106190270,0.646684,1.826236,0.135711,2.608631,0.776,4.49
Sky_3,3359679825,165340783,10979485,27477058,18375165,108509075,0.573129,2.586065,0.138675,3.297869,0.982,4.92
Sky_30,3359663403,139982569,12038018,15688521,9057445,103198585,0.628385,1.395672,0.131888,2.155945,0.642,4.17
Sky_4,3359667071,152104919,13047361,21187421,12991604,104878533,0.681072,1.927697,0.134035,2.742804,0.816,4.53
Sky_5,3359691673,136356417,13360216,13201301,6933295,102861605,0.697403,1.135591,0.131457,1.964452,0.585,4.06
Sky_6,3359686604,152274111,12885783,17396431,13617261,108374636,0.672638,1.749172,0.138503,2.560313,0.762,4.53
Sky_7,3359677860,191958025,24313513,31343058,20738286,115563168,1.269165,2.937388,0.14769,4.354243,1.296,5.71
Sky_8,3359690473,186991878,22181903,29448862,18907708,116453405,1.157895,2.727311,0.148827,4.034033,1.201,5.57
Sky_9,3359683101,183301395,18971979,27868093,19792937,116668386,0.990337,2.688082,0.149102,3.827522,1.139,5.46
