mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359678504,211388439,5336327,45563229,38300179,122188704,0.278556,4.729896,0.156157,5.16461,1.537,6.29
Sky_10,3359694517,150372915,13368560,20430771,11512888,105060696,0.697839,1.801622,0.134268,2.633729,0.784,4.48
Sky_11,3359675713,189484669,33486362,24212659,15756082,116029566,1.747988,2.254237,0.148286,4.150511,1.235,5.64
Sky_12,3359675219,186050727,13750962,34128600,25185985,112985180,0.7178,3.345343,0.144395,4.207538,1.252,5.54
Sky_13,3359701370,200568048,15437208,39377712,29622620,116130508,0.805822,3.891619,0.148415,4.845856,1.442,5.97
Sky_14,3359672058,196527598,23890769,33067233,21686762,117882834,1.247098,3.088125,0.150654,4.485878,1.335,5.85
Sky_15,3359695315,156898238,13420161,23344997,13888734,106244346,0.700532,2.099982,0.13578,2.936295,0.874,4.67
Sky_16,3359674673,167248116,17361987,25509660,16212500,108163969,0.906296,2.35313,0.138234,3.397659,1.011,4.98
Sky_17,3359675813,188807923,13698839,35866643,26249252,112993189,0.715079,3.503336,0.144405,4.362821,1.299,5.62
Sky_18,3359695788,139552446,12316297,15932318,9021120,102282711,0.642911,1.407374,0.130717,2.181002,0.649,4.15
Sky_19,3359673879,185172512,14699428,33083762,24042958,113346364,0.76731,3.221947,0.144857,4.134114,1.231,5.51
Sky_2,3359690362,148693356,13201960,18827010,11486954,105177432,0.689142,1.709708,0.134417,2.533267,0.754,4.43
Sky_20,3359681293,174184571,24691656,20733789,14854448,113904678,1.288904,2.007177,0.14557,3.441651,1.024,5.18
Sky_21,3359694292,150731749,14752446,19147069,12015008,104817226,0.770078,1.757541,0.133956,2.661575,0.792,4.49
Sky_22,3359697997,181956578,22851718,27605545,17140784,114358531,1.19286,2.523693,0.14615,3.862703,1.15,5.42
Sky_23,3359672221,186336075,13020817,34937930,24260137,114117191,0.679687,3.338771,0.145842,4.164299,1.239,5.55
Sky_24,3359679888,182170388,18067649,27411410,20493478,116197851,0.943131,2.701836,0.148501,3.793468,1.129,5.42
Sky_25,3359694409,153189631,17224458,18472393,11393575,106099205,0.899117,1.684441,0.135595,2.719152,0.809,4.56
Sky_26,3359677706,138855350,12072738,14622311,9223171,102937130,0.630197,1.344885,0.131554,2.106636,0.627,4.13
Sky_27,3359687744,145933998,15727533,15871191,9456806,104878468,0.820977,1.428499,0.134035,2.383511,0.709,4.34
Sky_28,3359690051,150884803,11686548,20458042,12021939,106718274,0.610038,1.831871,0.136386,2.578295,0.767,4.49
Sky_29,3359701289,155671204,16738391,20335398,12841655,105755760,0.873744,1.871186,0.135156,2.880086,0.857,4.63
Sky_3,3359675917,158919793,11005505,25108033,15773947,107032308,0.574487,2.305744,0.136787,3.017018,0.898,4.73
Sky_30,3359700155,139809965,12147578,15436961,9539918,102685508,0.634104,1.408696,0.131232,2.174032,0.647,4.16
Sky_4,3359684510,146639801,12359332,16647430,10914504,106718535,0.645157,1.554493,0.136386,2.336036,0.695,4.36
Sky_5,3359694405,135355104,11897511,13704235,7774217,101979141,0.62105,1.211385,0.130329,1.962764,0.584,4.03
Sky_6,3359699972,150210275,10663875,21135766,14244584,104166050,0.556654,1.995452,0.133124,2.68523,0.799,4.47
Sky_7,3359698955,175120484,18117219,28292028,17511666,111199571,0.945719,2.583328,0.142113,3.67116,1.093,5.21
Sky_8,3359694975,184239568,17887242,32357035,20018069,113977222,0.933714,2.953956,0.145663,4.033333,1.201,5.48
Sky_9,3359701180,168095047,13365937,28555826,17002606,109170678,0.697702,2.569496,0.13952,3.406718,1.014,5.0
