mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359677256,220258182,6236637,47901560,40444505,125675480,0.325552,4.982718,0.160613,5.468884,1.628,6.56
Sky_10,3359670624,155038536,13831425,21764454,13366895,106075762,0.722,1.981408,0.135565,2.838973,0.845,4.61
Sky_11,3359675998,181641604,24993114,26966851,17398039,112283600,1.304641,2.50218,0.143498,3.950319,1.176,5.41
Sky_12,3359692291,189598420,12335484,33987452,25076326,118199158,0.643912,3.331197,0.151059,4.126168,1.228,5.64
Sky_13,3359687440,213964928,24713992,37354118,26936810,124960008,1.29007,3.626008,0.159699,5.075778,1.511,6.37
Sky_14,3359694027,204758545,25877299,33898083,22007005,122976158,1.350795,3.153047,0.157164,4.661006,1.387,6.09
Sky_15,3359683394,159733438,14430054,21416278,14642329,109244777,0.753249,2.033705,0.139615,2.926569,0.871,4.75
Sky_16,3359671085,186791812,27637630,26749870,17945544,114458768,1.442684,2.520821,0.146278,4.109784,1.223,5.56
Sky_17,3359687855,176937966,12059885,29181583,23474800,112221698,0.629526,2.96982,0.143419,3.742765,1.114,5.27
Sky_18,3359675166,140458710,13245892,15161401,9127498,102923919,0.691436,1.369894,0.131537,2.192866,0.653,4.18
Sky_19,3359666665,192419161,19087426,33821416,22982237,116528082,0.996364,3.203726,0.148923,4.349013,1.294,5.73
Sky_2,3359694246,152282293,14248731,19733189,12939207,105361166,0.743784,1.842723,0.134652,2.721158,0.81,4.53
Sky_20,3359686878,155479440,12753169,22394028,13996916,106335327,0.665715,2.052449,0.135897,2.854061,0.85,4.63
Sky_21,3359674940,162516971,18505315,22159135,14607038,107245483,0.965977,2.073612,0.13706,3.176649,0.946,4.84
Sky_22,3359682621,175764043,16055293,24106741,21146309,114455700,0.838086,2.552272,0.146274,3.536633,1.053,5.23
Sky_23,3359672914,210622863,23777408,37934646,26181709,122729100,1.241181,3.616162,0.156848,5.014191,1.492,6.27
Sky_24,3359665574,178694137,19458905,28060116,18163988,113011128,1.015755,2.607039,0.144428,3.767223,1.121,5.32
Sky_25,3359676057,160382150,16586201,22496361,13969917,107329671,0.8658,2.056698,0.137167,3.059665,0.911,4.77
Sky_26,3359692692,141635941,13053709,15675111,9193197,103713924,0.681404,1.402573,0.132546,2.216523,0.66,4.22
Sky_27,3359682413,156890548,17740426,17222632,13616241,108311249,0.92605,1.739312,0.138422,2.803784,0.835,4.67
Sky_28,3359670038,161648110,13065174,24710140,16577020,107295776,0.682002,2.328596,0.137124,3.147722,0.937,4.81
Sky_29,3359686475,151651956,16323855,17605499,11230456,106492146,0.852105,1.626348,0.136097,2.61455,0.778,4.51
Sky_3,3359666512,159401117,11667137,25007866,14997531,107728583,0.609025,2.256304,0.137677,3.003006,0.894,4.74
Sky_30,3359672353,140599955,11575458,16591906,9940067,102492524,0.604239,1.496403,0.130985,2.231628,0.664,4.18
Sky_4,3359693603,151614073,12210912,20877767,13141945,105383449,0.63741,1.918712,0.13468,2.690801,0.801,4.51
Sky_5,3359693992,136551486,12144264,13816794,8300610,102289818,0.633931,1.247422,0.130726,2.012079,0.599,4.06
Sky_6,3359665724,152669479,11942712,22202793,13197678,105326296,0.62341,1.996587,0.134607,2.754603,0.82,4.54
Sky_7,3359691817,184419157,21693357,27900644,18821776,116003380,1.132393,2.635144,0.148252,3.91579,1.166,5.49
Sky_8,3359672586,190945411,16271173,36363105,22601009,115710124,0.849355,3.325576,0.147878,4.322809,1.287,5.68
Sky_9,3359690981,177597360,17389851,27767465,16941557,115498487,0.90775,2.521589,0.147607,3.576946,1.065,5.29
