mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359588743,234199011,6980202,34413627,28790418,164014764,0.364367,3.564708,0.209611,4.138686,1.232,6.97
Sky_10,3359585619,128081012,10975240,8944017,3579722,104582033,0.572908,0.706339,0.133656,1.412902,0.421,3.81
Sky_11,3359601978,129952751,10965315,9821085,3790345,105376006,0.572389,0.767685,0.134671,1.474745,0.439,3.87
Sky_12,3359594254,161832892,25746898,12033876,7121121,116930997,1.343988,1.080342,0.149438,2.573768,0.766,4.82
Sky_13,3359605496,150600567,13750106,16605621,10126431,110118409,0.717756,1.507688,0.140731,2.366175,0.704,4.48
Sky_14,3359585363,163989232,25072601,14832482,7825377,116258772,1.30879,1.277903,0.148579,2.735272,0.814,4.88
Sky_15,3359607300,130691655,10892810,10341535,3830980,105626330,0.568605,0.79933,0.13499,1.502925,0.447,3.89
Sky_16,3359598750,130132785,11106194,9476632,4416634,105133325,0.579743,0.78358,0.13436,1.497684,0.446,3.87
Sky_17,3359600256,155417493,23233788,11529199,6667603,113986903,1.212804,1.0263,0.145675,2.384779,0.71,4.63
Sky_18,3359595723,125102382,14152665,4114110,1903508,104932099,0.738769,0.339394,0.134103,1.212266,0.361,3.72
Sky_19,3359596143,146423823,18515772,10660720,6373982,110873349,0.966523,0.960757,0.141696,2.068977,0.616,4.36
Sky_2,3359587760,130105290,10632338,9787674,4383770,105301508,0.555008,0.799269,0.134575,1.488853,0.443,3.87
Sky_20,3359602508,132840158,12660864,9650894,4481699,106046701,0.660897,0.797078,0.135528,1.593503,0.474,3.95
Sky_21,3359587413,132622402,11317106,10763602,4301047,106240647,0.590753,0.849646,0.135776,1.576175,0.469,3.95
Sky_22,3359592379,154321850,22500653,10801626,6604633,114414938,1.174534,0.981713,0.146222,2.302469,0.685,4.59
Sky_23,3359606615,154833068,20759811,13119452,8080125,112873680,1.083662,1.195656,0.144253,2.423571,0.721,4.61
Sky_24,3359606778,153843554,23004406,11270352,5814849,113753947,1.20083,0.963605,0.145378,2.309813,0.688,4.58
Sky_25,3359603655,128659930,11365514,8600612,3752137,104941667,0.59328,0.696695,0.134115,1.42409,0.424,3.83
Sky_26,3359587269,117633546,7301599,6570961,2323387,101437599,0.381143,0.501641,0.129637,1.012422,0.301,3.5
Sky_27,3359602744,129637641,11762843,8769315,3744526,105360957,0.61402,0.705781,0.134651,1.454452,0.433,3.86
Sky_28,3359590290,134580774,11270904,9541087,5605527,108163256,0.588341,0.854269,0.138233,1.580843,0.471,4.01
Sky_29,3359604128,128185908,10794480,9038178,3688881,104664369,0.563472,0.717806,0.133761,1.415039,0.421,3.82
Sky_3,3359597673,124124340,7807316,9117927,4659315,102539782,0.407542,0.777036,0.131046,1.315624,0.392,3.69
Sky_30,3359589020,118618626,8444955,6250626,2051879,101871166,0.440827,0.468261,0.130191,1.039279,0.309,3.53
Sky_4,3359599920,128527236,10865468,9049985,3678744,104933039,0.567177,0.7179,0.134104,1.419182,0.422,3.83
Sky_5,3359605626,123598735,13021221,4764940,1886062,103926512,0.679708,0.375117,0.132818,1.187642,0.354,3.68
Sky_6,3359609336,125458989,8610453,9276713,4063512,103508311,0.449466,0.752389,0.132284,1.334138,0.397,3.73
Sky_7,3359614427,151266452,15429408,15876541,8030444,111930059,0.805415,1.348354,0.143047,2.296816,0.684,4.5
Sky_8,3359610268,179410217,34414031,14483940,8695430,121816816,1.796412,1.307316,0.155682,3.259411,0.97,5.34
Sky_9,3359599361,141935246,13596489,13034081,6204970,109099706,0.709737,1.085082,0.139429,1.934249,0.576,4.22
