mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359655664,228193341,7108026,32612510,25730572,162742233,0.371039,3.29055,0.207985,3.869573,1.152,6.79
Sky_10,3359637487,123995219,8546295,8461994,3709221,103277709,0.446117,0.686457,0.131989,1.264562,0.376,3.69
Sky_11,3359660403,128800401,11490042,7671233,3579240,106059886,0.59978,0.634527,0.135545,1.369851,0.408,3.83
Sky_12,3359649165,158393622,20714873,15478923,8064493,114135333,1.081316,1.327849,0.145865,2.55503,0.761,4.71
Sky_13,3359645411,165807684,23100485,16679424,10093616,115934159,1.205845,1.509999,0.148164,2.864009,0.852,4.94
Sky_14,3359643114,151591670,16998780,15550020,7510143,111532727,0.887336,1.300593,0.142539,2.330468,0.694,4.51
Sky_15,3359666198,128351110,12228528,7851834,3200850,105069898,0.638329,0.623371,0.134279,1.39598,0.416,3.82
Sky_16,3359662730,130016903,11504875,8794884,4310626,105406518,0.600554,0.739151,0.13471,1.474415,0.439,3.87
Sky_17,3359642279,156272942,21098774,13542448,8007132,113624588,1.101356,1.215396,0.145212,2.461965,0.733,4.65
Sky_18,3359642556,123608522,12640831,5086290,2333035,103548366,0.659851,0.41845,0.132335,1.210636,0.36,3.68
Sky_19,3359650625,154415816,18124254,15294689,8835613,112161260,0.946086,1.360949,0.143342,2.450377,0.729,4.6
Sky_2,3359646842,134241068,12855844,10314206,4265292,106805726,0.671075,0.822284,0.136498,1.629856,0.485,4.0
Sky_20,3359666385,132149576,12217551,9594678,4473270,105864077,0.637756,0.793432,0.135294,1.566483,0.466,3.93
Sky_21,3359662160,128472362,11423831,8309209,3620538,105118784,0.596324,0.672838,0.134342,1.403504,0.418,3.82
Sky_22,3359666992,155652836,24525155,11109540,5366684,114651457,1.280213,0.929259,0.146525,2.355997,0.701,4.63
Sky_23,3359656951,153615195,18228334,13545083,10033845,111807933,0.951519,1.329852,0.142891,2.424261,0.722,4.57
Sky_24,3359662619,162695418,30334995,9343579,4933741,118083103,1.583487,0.805241,0.15091,2.539638,0.756,4.84
Sky_25,3359665536,128951709,11399922,8751717,3643145,105156925,0.595076,0.69907,0.134391,1.428537,0.425,3.84
Sky_26,3359647572,117610678,7614421,5909061,2609565,101477631,0.397473,0.480451,0.129688,1.007612,0.3,3.5
Sky_27,3359665807,127922044,11425463,8240629,3381337,104874615,0.596409,0.655479,0.13403,1.385918,0.413,3.81
Sky_28,3359641718,135079228,12345921,11361536,5101349,106270422,0.644457,0.928507,0.135814,1.708777,0.509,4.02
Sky_29,3359639644,127562093,10821721,8670669,3631845,104437858,0.564894,0.693862,0.133472,1.392227,0.414,3.8
Sky_3,3359664663,124380983,8567038,8563276,4729263,102521406,0.447199,0.749699,0.131022,1.327921,0.395,3.7
Sky_30,3359666629,118078362,8159664,5795195,2325242,101798261,0.425934,0.457993,0.130098,1.014025,0.302,3.51
Sky_4,3359638222,130289839,11058389,9813365,3973508,105444577,0.577248,0.77758,0.134758,1.489586,0.443,3.88
Sky_5,3359666687,123947185,13570577,4842374,1721830,103812404,0.708384,0.370221,0.132672,1.211277,0.361,3.69
Sky_6,3359651432,125635051,8876786,9203457,4148948,103405860,0.463368,0.753076,0.132153,1.348597,0.401,3.74
Sky_7,3359660646,145005170,15372268,12052333,6459580,111120989,0.802432,1.044072,0.142013,1.988517,0.592,4.32
Sky_8,3359656827,175333525,32565870,13717409,8762589,120287657,1.699938,1.267872,0.153728,3.121538,0.929,5.22
Sky_9,3359665278,145834174,16796368,12076068,6373705,110588033,0.87677,1.040567,0.141332,2.058669,0.613,4.34
