mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359703064,230978391,6960668,33721728,28062873,162233122,0.363347,3.484651,0.207334,4.055332,1.207,6.87
Sky_10,3359688474,125725522,9887002,8320570,3581795,103936155,0.516102,0.671293,0.13283,1.320225,0.393,3.74
Sky_11,3359696572,132163695,12257539,9707000,3955026,106244130,0.639844,0.770538,0.13578,1.546162,0.46,3.93
Sky_12,3359700468,156411846,16580923,17296354,9512691,113021878,0.865524,1.51203,0.144442,2.521996,0.751,4.66
Sky_13,3359679871,146953684,15863014,12619931,8421725,110049014,0.828049,1.186749,0.140643,2.155441,0.642,4.37
Sky_14,3359689356,152597511,18152962,14683944,7919520,111841085,0.947585,1.274835,0.142933,2.365353,0.704,4.54
Sky_15,3359689834,131106758,12024573,9378618,4050162,105653405,0.627683,0.757383,0.135025,1.520091,0.452,3.9
Sky_16,3359696877,137764768,12879443,12408300,5448921,107028104,0.672307,1.007147,0.136782,1.816236,0.541,4.1
Sky_17,3359703440,157024222,21182319,12277571,9206967,114357365,1.105717,1.211728,0.146149,2.463594,0.733,4.67
Sky_18,3359684719,122944619,13136536,4336359,1952847,103518877,0.685727,0.354711,0.132297,1.172736,0.349,3.66
Sky_19,3359698328,157929789,20833799,14880057,8140120,114075813,1.087524,1.298338,0.145789,2.531651,0.754,4.7
Sky_2,3359702647,139910549,13861347,10907218,5455812,109686172,0.723562,0.922875,0.140179,1.786616,0.532,4.16
Sky_20,3359674587,133371447,12536185,9094242,6018288,105722732,0.654389,0.852347,0.135114,1.641849,0.489,3.97
Sky_21,3359703561,134899521,11045047,10852561,5198374,107803539,0.576551,0.905273,0.137773,1.619597,0.482,4.02
Sky_22,3359687444,171660630,34182543,11296659,5504399,120677029,1.784329,0.94758,0.154225,2.886134,0.859,5.11
Sky_23,3359685381,152142761,17457143,13940345,9284884,111460389,0.911263,1.309903,0.142446,2.363612,0.704,4.53
Sky_24,3359703676,162224005,28173813,11279583,5982693,116787916,1.470673,0.973592,0.149255,2.59352,0.772,4.83
Sky_25,3359674287,132389603,11227706,8922781,4825103,107414013,0.586086,0.775381,0.137275,1.498742,0.446,3.94
Sky_26,3359693132,118132778,7424244,6925498,2610665,101172371,0.387546,0.53784,0.129298,1.054683,0.314,3.52
Sky_27,3359692458,131226195,11631251,9833001,3880509,105881434,0.607151,0.773442,0.135316,1.51591,0.451,3.91
Sky_28,3359675604,136703264,11722069,9705873,6300438,108974884,0.611892,0.902756,0.13927,1.653918,0.492,4.07
Sky_29,3359683357,130353446,12364224,8575606,3798278,105615338,0.645412,0.697887,0.134976,1.478276,0.44,3.88
Sky_3,3359698962,130435133,7200671,12667123,6982788,103584551,0.375875,1.108255,0.132381,1.616511,0.481,3.88
Sky_30,3359675168,120121350,8508958,5873556,2770995,102967841,0.444168,0.487553,0.131593,1.063313,0.316,3.58
Sky_4,3359680972,128334600,9794001,9232506,4398216,104909877,0.511247,0.768773,0.134075,1.414094,0.421,3.82
Sky_5,3359679616,123868870,13556987,4629525,1684399,103997959,0.707675,0.356105,0.132909,1.196689,0.356,3.69
Sky_6,3359683356,122600835,8771971,7299109,3311313,103218442,0.457897,0.598428,0.131913,1.188238,0.354,3.65
Sky_7,3359701194,151323630,13815115,16920381,9030932,111557202,0.721149,1.463654,0.14257,2.327373,0.693,4.5
Sky_8,3359697616,191775302,42849622,13806075,8180412,126939193,2.23675,1.240038,0.162228,3.639016,1.083,5.71
Sky_9,3359676404,150384177,17425179,12270420,6867908,113820670,0.909594,1.079402,0.145463,2.134459,0.635,4.48
