mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359700814,238137908,7072218,35964231,30070435,165031024,0.36917,3.724355,0.21091,4.304435,1.281,7.09
Sky_10,3359697403,127728460,9900695,9482947,4114834,104229984,0.516816,0.766915,0.133206,1.416937,0.422,3.8
Sky_11,3359687959,134009932,12206595,10874150,4506840,106422347,0.637184,0.867488,0.136008,1.64068,0.488,3.99
Sky_12,3359703038,164435676,27496637,11148752,8617712,117172575,1.435324,1.114829,0.149747,2.6999,0.804,4.89
Sky_13,3359712856,147433826,13188570,15020621,10001395,109223240,0.688443,1.411242,0.139587,2.239272,0.667,4.39
Sky_14,3359699709,167796345,26271103,15753378,8538788,117233076,1.371352,1.370078,0.149824,2.891254,0.861,4.99
Sky_15,3359697719,133893683,11401019,11627191,4873936,105991537,0.595133,0.930664,0.135457,1.661254,0.494,3.99
Sky_16,3359695671,139161222,11892095,13877013,6207139,107184975,0.620767,1.132746,0.136982,1.890496,0.563,4.14
Sky_17,3359694952,163821385,23889685,15173242,9241854,115516604,1.247042,1.377011,0.14763,2.771683,0.825,4.88
Sky_18,3359707768,121981039,12679572,3945752,2024273,103331442,0.661874,0.336709,0.132058,1.130641,0.337,3.63
Sky_19,3359706261,153137653,21200822,10872611,7232477,113831743,1.106683,1.021127,0.145477,2.273287,0.677,4.56
Sky_2,3359695395,133815974,12691294,10348318,4158047,106618315,0.662486,0.818159,0.136258,1.616903,0.481,3.98
Sky_20,3359685762,133977825,11874663,10555214,5144046,106403902,0.619857,0.885438,0.135984,1.64128,0.489,3.99
Sky_21,3359692317,132748645,11670518,11174490,3981832,105921805,0.609201,0.854817,0.135368,1.599386,0.476,3.95
Sky_22,3359709864,159831545,26843882,11601319,5737948,115648396,1.401251,0.977935,0.147799,2.526984,0.752,4.76
Sky_23,3359708135,160198630,24184436,12430532,7896779,115686883,1.262428,1.14646,0.147848,2.556736,0.761,4.77
Sky_24,3359712986,151196308,22726620,10362820,5131201,112975667,1.18633,0.873863,0.144383,2.204575,0.656,4.5
Sky_25,3359691599,129186978,10805053,8974467,4346794,105060664,0.564024,0.751319,0.134268,1.44961,0.431,3.85
Sky_26,3359712582,117678441,8363317,5463614,2370238,101481272,0.436565,0.441829,0.129693,1.008087,0.3,3.5
Sky_27,3359684579,129642809,11694574,8962271,3823816,105162148,0.610457,0.721135,0.134397,1.465989,0.436,3.86
Sky_28,3359710715,133274582,11881678,10265660,5058177,106069067,0.620224,0.864264,0.135556,1.620044,0.482,3.97
Sky_29,3359690832,130129810,11994079,9215031,3639833,105280867,0.626091,0.725014,0.134549,1.485654,0.442,3.87
Sky_3,3359691838,127696804,8546977,10549287,5481145,103119395,0.446152,0.904116,0.131787,1.482055,0.441,3.8
Sky_30,3359687652,116516137,8474856,5325332,1780024,100935925,0.442387,0.400742,0.128996,0.972126,0.289,3.47
Sky_4,3359697613,130537716,11076580,10506101,3914167,105040868,0.578197,0.813303,0.134242,1.525743,0.454,3.89
Sky_5,3359712678,124375563,13655741,4724942,1667802,104327078,0.71283,0.360551,0.13333,1.20671,0.359,3.7
Sky_6,3359705055,127934942,10074601,8532190,4007270,105320881,0.525894,0.707226,0.1346,1.36772,0.407,3.81
Sky_7,3359708526,140750756,13092652,12463273,6479639,108715192,0.683436,1.06838,0.138938,1.890755,0.563,4.19
Sky_8,3359689533,176702615,32642816,13969446,8843485,121246868,1.703955,1.286649,0.154953,3.145558,0.936,5.26
Sky_9,3359693163,152794261,15895966,16430152,8283785,112184358,0.829769,1.393866,0.143372,2.367007,0.705,4.55
