mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359650673,233237580,7380692,33118270,29294131,163444487,0.385272,3.520059,0.208882,4.114214,1.225,6.94
Sky_10,3359657107,124115619,8995220,8365794,3376157,103378448,0.46955,0.662246,0.132118,1.263914,0.376,3.69
Sky_11,3359657109,128306140,10608423,8720262,3757261,105220194,0.55376,0.703732,0.134471,1.391963,0.414,3.82
Sky_12,3359646105,162300471,22948638,15337716,8514623,115499494,1.197919,1.345272,0.147608,2.690799,0.801,4.83
Sky_13,3359641349,150240890,12026930,18300137,10643901,109269922,0.627806,1.632444,0.139647,2.399896,0.714,4.47
Sky_14,3359644998,159725307,20984046,15520408,8713576,114507277,1.095367,1.366797,0.14634,2.608504,0.776,4.75
Sky_15,3359648116,133478785,11853577,10651749,4638821,106334638,0.618757,0.862388,0.135896,1.617041,0.481,3.97
Sky_16,3359646826,136875687,12077553,12677770,5553053,106567311,0.630448,1.028218,0.136193,1.79486,0.534,4.07
Sky_17,3359639405,155537579,21508560,13202440,7363539,113463040,1.122747,1.159921,0.145006,2.427674,0.723,4.63
Sky_18,3359651702,123362910,13994916,3889316,1792827,103685851,0.730535,0.320473,0.132511,1.183518,0.352,3.67
Sky_19,3359651903,155935032,21756612,12315793,8207057,113655570,1.135695,1.157489,0.145252,2.438436,0.726,4.64
Sky_2,3359644688,134382602,11472090,11266133,5072852,106571527,0.598843,0.921519,0.136198,1.65656,0.493,4.0
Sky_20,3359630260,131781155,12160296,9232062,4888248,105500549,0.634767,0.796385,0.13483,1.565983,0.466,3.92
Sky_21,3359654811,131003609,11470955,9087430,4038856,106406368,0.598784,0.740323,0.135987,1.475094,0.439,3.9
Sky_22,3359632830,165396537,29708127,11304845,6398762,117984803,1.550764,0.998483,0.150785,2.700032,0.804,4.92
Sky_23,3359631049,149368149,16251155,13708537,8961054,110447403,0.84831,1.278565,0.141152,2.268027,0.675,4.45
Sky_24,3359633101,161922784,27933283,11122411,5867943,116999147,1.458117,0.958256,0.149525,2.565898,0.764,4.82
Sky_25,3359653898,133125226,11716726,8704913,4906093,107797494,0.611613,0.767661,0.137765,1.517039,0.452,3.96
Sky_26,3359640860,119759462,8713248,6305315,2586763,102154136,0.454832,0.501513,0.130553,1.086898,0.324,3.56
Sky_27,3359627794,132127175,12218570,9739119,3913448,106256038,0.637809,0.770005,0.135795,1.543609,0.459,3.93
Sky_28,3359641979,138229544,13505010,12037963,5126178,107560393,0.704962,0.968058,0.137462,1.810481,0.539,4.11
Sky_29,3359644533,130097427,10607283,10456006,3922263,105111875,0.5537,0.810934,0.134333,1.498968,0.446,3.87
Sky_3,3359654728,127528463,7450392,9575946,5746633,104755492,0.38891,0.864193,0.133878,1.386981,0.413,3.8
Sky_30,3359634434,118446706,7881484,5924756,2733264,101907202,0.411413,0.488312,0.130237,1.029963,0.307,3.53
Sky_4,3359649490,135280905,12875500,10560493,4886382,106958530,0.672101,0.871204,0.136693,1.679998,0.5,4.03
Sky_5,3359656453,122762538,13405462,4512533,1480818,103363725,0.699765,0.338025,0.132099,1.169889,0.348,3.65
Sky_6,3359632715,127730309,10039938,9301502,3694040,104694829,0.524085,0.732949,0.1338,1.390833,0.414,3.8
Sky_7,3359654689,146706277,14830682,11803169,7008586,113063840,0.774162,1.060983,0.144496,1.97964,0.589,4.37
Sky_8,3359635116,188746086,41636037,13125559,8016350,125968140,2.173401,1.192404,0.160987,3.526792,1.05,5.62
Sky_9,3359634152,145602767,14306624,14915616,6744368,109636159,0.746806,1.221623,0.140115,2.108544,0.628,4.33
