mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359691937,233722185,7232853,34671200,28621052,163197080,0.377555,3.569683,0.208566,4.155804,1.237,6.96
Sky_10,3359663016,126401764,8709643,8811309,3816639,105064173,0.454643,0.712216,0.134272,1.301132,0.387,3.76
Sky_11,3359672223,128785690,11084393,8980136,3782019,104939142,0.578605,0.719786,0.134112,1.432503,0.426,3.83
Sky_12,3359681053,158145422,21950305,14515300,7455958,114223859,1.145806,1.239179,0.145978,2.530963,0.753,4.71
Sky_13,3359676946,148254542,11764231,16619181,10852462,109018668,0.614093,1.549401,0.139326,2.302819,0.685,4.41
Sky_14,3359682118,161956502,23829251,15141830,7748308,115237113,1.243887,1.291004,0.147273,2.682164,0.798,4.82
Sky_15,3359691583,133280464,10629681,10376938,5459982,106813863,0.554869,0.893202,0.136508,1.58458,0.472,3.97
Sky_16,3359682042,137095892,12573827,11911769,5440003,107170293,0.656354,0.97864,0.136964,1.771957,0.527,4.08
Sky_17,3359670518,155359178,22733679,12105316,6777600,113742583,1.186698,1.064996,0.145363,2.397058,0.713,4.62
Sky_18,3359685215,122029848,12762118,3937831,1873142,103456757,0.666183,0.327739,0.132218,1.126139,0.335,3.63
Sky_19,3359691857,163921851,25789842,12709261,8497406,116925342,1.34623,1.196056,0.149431,2.691716,0.801,4.88
Sky_2,3359688552,134782912,12536599,10726711,4708447,106811155,0.65441,0.870543,0.136505,1.661458,0.495,4.01
Sky_20,3359690880,136613218,12142229,12353767,5570197,106547025,0.633824,1.010912,0.136167,1.780903,0.53,4.07
Sky_21,3359691754,134993590,11985603,10543128,4903553,107561306,0.625648,0.871193,0.137463,1.634305,0.486,4.02
Sky_22,3359662679,167052630,28882392,12934020,7248491,117987727,1.507661,1.138294,0.150788,2.796743,0.832,4.97
Sky_23,3359668655,159402285,24426651,12089972,7488755,115396907,1.275071,1.10424,0.147477,2.526789,0.752,4.74
Sky_24,3359687332,149444422,17355888,14076974,6970728,111040832,0.905977,1.18709,0.14191,2.234978,0.665,4.45
Sky_25,3359682681,130647929,11889334,9302380,3894787,105561428,0.620623,0.74432,0.134908,1.499851,0.446,3.89
Sky_26,3359677722,119111573,8986783,6166589,2344456,101613745,0.46911,0.480023,0.129862,1.078995,0.321,3.55
Sky_27,3359676895,130813141,11988179,9148364,4081432,105595166,0.625783,0.74616,0.134951,1.506894,0.449,3.89
Sky_28,3359688668,137952928,11674295,13004390,6123462,107150781,0.609398,1.078811,0.136939,1.825148,0.543,4.11
Sky_29,3359666628,126838783,11223198,7150943,3662368,104802274,0.585851,0.609871,0.133937,1.329659,0.396,3.78
Sky_3,3359674995,125970794,8143424,10153910,4996820,102676640,0.425087,0.854501,0.131221,1.410809,0.42,3.75
Sky_30,3359688603,116182897,7607539,5774046,2190101,100611211,0.397114,0.449178,0.128581,0.974873,0.29,3.46
Sky_4,3359687289,133890191,11605444,10482923,5102005,106699819,0.605804,0.87899,0.136362,1.621156,0.483,3.99
Sky_5,3359668517,125052407,13784002,4719723,1746043,104802639,0.719525,0.364669,0.133938,1.218132,0.363,3.72
Sky_6,3359664191,125214038,8838672,8327263,3894324,104153779,0.461379,0.689298,0.133109,1.283785,0.382,3.73
Sky_7,3359672874,142589223,13425106,13272096,6392977,109499044,0.700791,1.10911,0.13994,1.94984,0.58,4.24
Sky_8,3359668117,185679821,41358391,12024590,7455026,124841814,2.158908,1.09865,0.159548,3.417106,1.017,5.53
Sky_9,3359682977,149546794,15392049,15706904,7680712,110767129,0.803465,1.319062,0.14156,2.264087,0.674,4.45
