mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359682967,230372443,7121352,32462935,27709644,163078512,0.371735,3.393733,0.208414,3.973882,1.183,6.86
Sky_10,3359693597,127334445,9007966,10059240,3811641,104455598,0.470216,0.782318,0.133494,1.386028,0.413,3.79
Sky_11,3359681944,132062345,11224078,10054702,4729633,106053932,0.585897,0.833836,0.135537,1.55527,0.463,3.93
Sky_12,3359681248,163868613,23743532,16213699,8035364,115876018,1.239412,1.367647,0.14809,2.755149,0.82,4.88
Sky_13,3359692687,157914402,20374551,14856791,9169830,113513230,1.063552,1.355101,0.14507,2.563723,0.763,4.7
Sky_14,3359699383,160369602,23430146,13873922,7777419,115288115,1.223054,1.221136,0.147338,2.591527,0.771,4.77
Sky_15,3359686321,133563728,11304348,8927373,5230573,108101434,0.590087,0.798508,0.138154,1.526749,0.454,3.98
Sky_16,3359682505,137098147,12327111,11357840,5842098,107571098,0.643475,0.970077,0.137476,1.751028,0.521,4.08
Sky_17,3359681777,152305440,15471415,15847438,9768972,111217615,0.807608,1.444766,0.142136,2.394509,0.713,4.53
Sky_18,3359682522,124504258,13768044,4680390,2051666,104004158,0.718692,0.379688,0.132917,1.231297,0.366,3.71
Sky_19,3359683996,160096268,22771052,13708276,9120405,114496535,1.188649,1.287538,0.146327,2.622513,0.781,4.77
Sky_2,3359697663,127493174,10548967,8714133,3889036,104341038,0.550656,0.710819,0.133348,1.394823,0.415,3.79
Sky_20,3359684044,136396337,12926807,10928368,6113671,106427491,0.674779,0.961171,0.136014,1.771965,0.527,4.06
Sky_21,3359695781,128694403,12182360,7949795,3550384,105011864,0.635919,0.64861,0.134205,1.418734,0.422,3.83
Sky_22,3359703923,158278890,25929095,11128249,6097641,115123905,1.353499,0.97154,0.147128,2.472167,0.736,4.71
Sky_23,3359686407,158868788,22120358,11689242,9691248,115367940,1.154683,1.20586,0.14744,2.507983,0.746,4.73
Sky_24,3359690458,152203195,23538959,9896147,5210136,113557953,1.228734,0.851994,0.145127,2.225855,0.663,4.53
Sky_25,3359706507,131218613,11791442,10032448,4024139,105370584,0.615513,0.792792,0.134664,1.542968,0.459,3.91
Sky_26,3359694729,116691453,7830046,6048288,1903408,100909711,0.408728,0.448476,0.128963,0.986167,0.294,3.47
Sky_27,3359689788,129784128,11946616,8584126,3623152,105630234,0.623613,0.68849,0.134995,1.447099,0.431,3.86
Sky_28,3359699149,134154516,12196181,10617644,4948261,106392430,0.636641,0.877917,0.13597,1.650527,0.491,3.99
Sky_29,3359700118,128387671,10824112,9044742,3738995,104779822,0.565019,0.721003,0.133909,1.41993,0.423,3.82
Sky_3,3359706657,125798191,7980986,10103350,4964083,102749772,0.416607,0.849803,0.131314,1.397725,0.416,3.74
Sky_30,3359706806,117516665,7616206,6484522,2407538,101008399,0.397566,0.501512,0.129089,1.028167,0.306,3.5
Sky_4,3359705234,130474286,11757629,8936356,4342142,105438159,0.613748,0.748907,0.13475,1.497405,0.446,3.88
Sky_5,3359691975,126750281,14545387,5397877,1939109,104867908,0.759269,0.413806,0.134021,1.307096,0.389,3.77
Sky_6,3359706627,126009258,8573130,9697837,4084425,103653866,0.447517,0.77732,0.13247,1.357307,0.404,3.75
Sky_7,3359686101,154434765,17555773,12495688,8149567,116233737,0.916411,1.164392,0.148547,2.22935,0.664,4.6
Sky_8,3359697616,177189397,33983029,13710904,8506025,120989439,1.773914,1.253035,0.154625,3.181573,0.947,5.27
Sky_9,3359680697,152267411,15825598,16831453,8222746,111387614,0.826096,1.413057,0.142353,2.381506,0.709,4.53
