mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359636235,236907418,7040431,34447315,31514880,163904792,0.36751,3.720268,0.20947,4.297249,1.279,7.05
Sky_10,3359637842,132745622,12134696,8834028,4412118,107364780,0.633431,0.747083,0.137212,1.517726,0.452,3.95
Sky_11,3359652497,131738353,12015586,9723123,4158979,105840665,0.627214,0.782951,0.135264,1.545429,0.46,3.92
Sky_12,3359652879,165307004,27506340,13202419,7062559,117535686,1.435831,1.142945,0.150211,2.728986,0.812,4.92
Sky_13,3359632184,153272706,11773962,19458566,11807419,110232759,0.614601,1.763402,0.140877,2.51888,0.75,4.56
Sky_14,3359628255,165483659,25575002,14868667,8449006,116590984,1.335015,1.315117,0.149003,2.799135,0.833,4.93
Sky_15,3359646232,129816575,11329599,8684754,4213253,105588969,0.591405,0.727448,0.134943,1.453795,0.433,3.86
Sky_16,3359627107,137529787,12199458,12877137,5977809,106475383,0.636812,1.063419,0.136076,1.836306,0.547,4.09
Sky_17,3359628256,152275778,16983178,15378305,8638390,111275905,0.886522,1.354542,0.142211,2.383274,0.709,4.53
Sky_18,3359629052,123351710,14210797,3928739,1675435,103536739,0.741804,0.316075,0.13232,1.190199,0.354,3.67
Sky_19,3359635412,156963442,19936165,15137272,8701155,113188850,1.040668,1.344487,0.144655,2.52981,0.753,4.67
Sky_2,3359627979,128427189,9529369,10116904,4379974,104400942,0.497433,0.817624,0.133424,1.448481,0.431,3.82
Sky_20,3359637176,139730574,13224835,12395458,6220641,107889640,0.690336,1.049948,0.137883,1.878167,0.559,4.16
Sky_21,3359630096,133844028,10577060,12350819,4829119,106087030,0.552123,0.968949,0.135579,1.65665,0.493,3.98
Sky_22,3359643206,174065531,37246775,9770810,5104830,121943116,1.944282,0.838986,0.155843,2.939111,0.875,5.18
Sky_23,3359633218,158159341,18710091,16444829,9997735,113006686,0.976667,1.491361,0.144423,2.61245,0.778,4.71
Sky_24,3359642119,157770121,26310270,9885158,4958196,116616497,1.373396,0.837165,0.149036,2.359597,0.702,4.7
Sky_25,3359633667,131689484,11281125,10562819,4333236,105512304,0.588875,0.840138,0.134845,1.563857,0.465,3.92
Sky_26,3359650936,118580000,7863838,7156474,2189861,101369827,0.410492,0.527133,0.129551,1.067176,0.318,3.53
Sky_27,3359636669,136406589,11468804,11134871,5315606,108487308,0.598672,0.927807,0.138647,1.665125,0.496,4.06
Sky_28,3359640884,134788138,12313686,9502856,5638667,107332929,0.642774,0.853982,0.137171,1.633928,0.486,4.01
Sky_29,3359647623,126212465,10985170,7728094,3128008,104371193,0.573426,0.612284,0.133386,1.319096,0.393,3.76
Sky_3,3359632203,127482625,7948580,10939099,5391238,103203708,0.414916,0.921031,0.131894,1.467841,0.437,3.79
Sky_30,3359635379,120301838,7789217,7345537,2715788,102451296,0.406597,0.567459,0.130933,1.104989,0.329,3.58
Sky_4,3359648025,124429653,8500168,8819868,3862160,103247457,0.443709,0.715266,0.13195,1.290925,0.384,3.7
Sky_5,3359624901,123804592,13667266,4749278,1621757,103766291,0.713431,0.359326,0.132613,1.205371,0.359,3.69
Sky_6,3359653014,128463785,9925634,9952550,4029902,104555699,0.518118,0.78861,0.133622,1.440351,0.429,3.82
Sky_7,3359644913,145759557,15331662,13173436,6757401,110497058,0.800313,1.124099,0.141215,2.065627,0.615,4.34
Sky_8,3359641674,180837268,36808623,11814004,8099932,124114709,1.92141,1.123146,0.158619,3.203175,0.953,5.38
Sky_9,3359639821,151392110,16555349,12305892,8120805,114410064,0.864189,1.152066,0.146216,2.162471,0.644,4.51
