mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359653935,177895255,8305822,30670764,24171859,114746810,0.433564,3.093124,0.146646,3.673334,1.093,5.3
Sky_10,3359631106,151704685,26805105,10931630,6890213,107077737,1.399226,1.005152,0.136845,2.541224,0.756,4.52
Sky_11,3359629923,177831774,33509808,16830969,13033546,114457451,1.749212,1.684359,0.146277,3.579847,1.066,5.29
Sky_12,3359649733,155945201,26698230,13600453,8359266,107287252,1.393648,1.238528,0.137113,2.769289,0.824,4.64
Sky_13,3359644977,131083437,13919483,9787702,6216266,101159986,0.726597,0.902624,0.129282,1.758503,0.523,3.9
Sky_14,3359648626,139019839,13083321,14538289,9348532,102049697,0.682949,1.347217,0.13042,2.160586,0.643,4.14
Sky_15,3359651744,130642507,13640787,9913900,6281580,100806240,0.712049,0.913425,0.12883,1.754305,0.522,3.89
Sky_2,3359647950,138819136,13766267,13505720,9420011,102127138,0.718599,1.293011,0.130518,2.142129,0.638,4.13
Sky_3,3359626770,138089737,18748035,7872429,6895879,104573394,0.978647,0.832933,0.133645,1.945225,0.579,4.11
Sky_4,3359652752,147565329,19167094,15213467,9049746,104135022,1.000522,1.368445,0.133085,2.502052,0.745,4.39
Sky_5,3359628495,188043322,38536644,18161440,14560386,116784852,2.011613,1.845511,0.149251,4.006375,1.193,5.6
Sky_6,3359635977,143758545,19396497,12095148,7332512,104934388,1.012497,1.09572,0.134106,2.242323,0.667,4.28
Sky_7,3359626701,161575841,28719318,12298445,12736169,107821909,1.499148,1.411952,0.137796,3.048897,0.908,4.81
Sky_8,3359638378,132400805,17687781,7611880,5060929,102040215,0.923302,0.714746,0.130407,1.768456,0.526,3.94
Sky_9,3359637414,157036574,26771819,12928224,9598677,107737854,1.397489,1.270517,0.137689,2.805695,0.835,4.67
