node,prr_parent(last),prr_sender(last),prr_all_nei_avg,ul_sent,ul_recv,ul_attempts,ul_sent_count,PDR_UL(%),PDR_UL_attempts(%),PDR_UL_sent(%),ul_received,dl_sent,dl_recv,dl_attempts,dl_sent_count,PDR_DL(%),PDR_DL_attempts(%),PDR_DL_sent(%),PDR_DL_CSV_last(%),dl_received,UL_delay_samples,UL_delay_ticks_avg,UL_delay_ms_avg,DL_delay_samples,DL_delay_ticks_avg,DL_delay_ms_avg
02:00,8.38,99.74,64.94,119.0,118.7,119.0,119.0,99.75,99.75,99.75,1.0,6.0,5.95,6.0,6.0,99.17,99.17,99.17,8.38,1.0,118.7,34.94,272.99,5.95,25.94,202.64
03:00,8.45,99.87,65.34,119.0,118.85,119.0,119.0,99.87,99.87,99.87,1.0,6.0,6.0,6.0,6.0,100.0,100.0,100.0,8.45,1.0,118.85,48.79,381.19,6.0,18.69,146.03
04:00,8.45,99.4,65.49,119.0,118.3,119.0,119.0,99.41,99.41,99.41,1.0,6.0,6.0,6.0,6.0,100.0,100.0,100.0,8.45,1.0,118.3,45.44,354.97,6.0,25.11,196.16
05:00,8.74,99.83,66.03,119.0,118.7,119.0,119.0,99.75,99.75,99.75,1.0,6.0,6.0,6.0,6.0,100.0,100.0,100.0,8.74,1.0,118.7,43.24,337.81,6.0,24.74,193.3
06:00,8.68,99.7,66.33,119.0,118.65,119.0,119.0,99.71,99.71,99.71,1.0,5.0,4.95,5.0,5.0,99.0,99.0,99.0,8.68,1.0,118.65,37.71,294.61,4.95,17.76,138.73
07:00,8.77,99.92,67.03,119.0,118.9,119.0,119.0,99.92,99.92,99.92,1.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,8.77,1.0,118.9,33.36,260.65,5.0,18.12,141.56
08:00,8.77,99.36,67.08,119.0,118.25,119.0,119.0,99.37,99.37,99.37,1.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,8.77,1.0,118.25,23.64,184.71,5.0,37.21,290.7
09:00,8.77,99.7,67.72,119.0,118.65,119.0,119.0,99.71,99.71,99.71,1.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,8.77,1.0,118.65,40.18,313.89,5.0,31.67,247.42
10:00,8.77,99.58,67.97,119.0,118.45,119.0,119.0,99.54,99.54,99.54,1.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,8.77,1.0,118.45,20.89,163.21,5.0,40.72,318.12
11:00,8.77,99.96,68.6,119.0,118.95,119.0,119.0,99.96,99.96,99.96,1.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,8.77,1.0,118.95,35.12,274.37,5.0,30.96,241.87
12:00,8.77,99.4,68.72,119.0,118.3,119.0,119.0,99.41,99.41,99.41,1.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,8.77,1.0,118.3,45.52,355.6,5.0,21.21,165.7
13:00,8.77,99.4,69.11,119.0,118.3,119.0,119.0,99.41,99.41,99.41,1.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,8.77,1.0,118.3,34.39,268.65,5.0,25.78,201.41
14:00,8.68,99.58,69.57,119.0,118.5,119.0,119.0,99.58,99.58,99.58,1.0,5.0,4.95,5.0,5.0,99.0,99.0,99.0,8.68,1.0,118.5,27.93,218.24,4.95,27.94,218.32
15:00,8.77,99.58,70.14,119.0,118.45,119.0,119.0,99.54,99.54,99.54,1.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,8.77,1.0,118.45,37.65,294.17,5.0,33.15,258.98
AVG,8.68142857142857,99.64428571428572,67.43357142857143,119.0,118.56785714285715,119.0,119.0,99.63785714285714,99.63785714285714,99.63785714285714,1.0,5.285714285714286,5.2749999999999995,5.285714285714286,5.285714285714286,99.79785714285715,99.79785714285715,99.79785714285715,8.68142857142857,1.0,118.56785714285715,36.342857142857135,283.9328571428572,5.2749999999999995,27.071428571428566,211.49571428571426
