mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359623101,177441341,8398711,28704222,26655558,113682850,0.438413,3.122292,0.145287,3.705991,1.103,5.28
Sky_10,3359626505,175534423,42689780,11722818,7196616,113925209,2.228407,1.067056,0.145596,3.441059,1.024,5.22
Sky_11,3359648826,172775957,28558208,19097664,13608411,111511674,1.490738,1.844623,0.142512,3.477873,1.035,5.14
Sky_12,3359635730,140550410,19644317,10689597,6129086,104087410,1.025433,0.948574,0.133024,2.107031,0.627,4.18
Sky_13,3359646324,132074011,12729581,10458749,7863638,101022043,0.664484,1.033383,0.129106,1.826973,0.544,3.93
Sky_14,3359641020,137770783,12836523,13800216,9042937,102091107,0.670067,1.288354,0.130472,2.088893,0.622,4.1
Sky_15,3359639069,125863829,13222856,7234735,4752381,100653857,0.690233,0.676073,0.128636,1.494942,0.445,3.75
Sky_2,3359649582,141362663,13410703,15765154,9804047,102382759,0.700039,1.442103,0.130845,2.272987,0.677,4.21
Sky_3,3359622243,129662531,13147579,9752978,6055953,100706021,0.686304,0.891624,0.128702,1.70663,0.508,3.86
Sky_4,3359638179,161328894,32384589,11956645,7057525,109930135,1.690476,1.072399,0.140491,2.903365,0.864,4.8
Sky_5,3359638400,181187341,34246821,18950541,12995814,114994165,1.787684,1.801774,0.146963,3.736421,1.112,5.39
Sky_6,3359639020,145912630,20727129,12682018,7521241,104982242,1.081956,1.139464,0.134167,2.355587,0.701,4.34
Sky_7,3359641050,149564156,20157177,13312160,11932427,104162392,1.052205,1.423795,0.13312,2.609119,0.777,4.45
Sky_8,3359636972,131912263,14065152,9405107,6465830,101976174,0.734201,0.895121,0.130326,1.759647,0.524,3.93
Sky_9,3359626594,156395062,28200317,10311841,10788970,107093934,1.472057,1.190086,0.136866,2.799008,0.833,4.66
