mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359686229,180475705,8450120,31280495,25474058,115271032,0.441096,3.200957,0.147316,3.789369,1.128,5.37
Sky_10,3359697225,146627974,23214047,11163690,6704369,105545868,1.211773,1.007759,0.134888,2.354419,0.701,4.36
Sky_11,3359685572,181264148,31840656,21028617,15408001,112986874,1.662082,2.055025,0.144397,3.861505,1.149,5.4
Sky_12,3359684876,159656890,28982056,14101219,8375443,108198172,1.512863,1.267684,0.138277,2.918824,0.869,4.75
Sky_13,3359696315,127104521,14577374,6541958,4429669,101555520,0.760939,0.6188,0.129788,1.509527,0.449,3.78
Sky_14,3359703011,136378563,12753056,13364725,8098703,102162079,0.66571,1.210537,0.130563,2.00681,0.597,4.06
Sky_15,3359689949,133538598,14842715,8122592,7199709,103373582,0.77479,0.864178,0.132111,1.771079,0.527,3.97
Sky_2,3359700925,139858935,14885125,12654753,9013670,103305387,0.777004,1.222099,0.132024,2.131127,0.634,4.16
Sky_3,3359678699,131603599,14783486,10212654,5452579,101154880,0.771698,0.883519,0.129276,1.784493,0.531,3.92
Sky_4,3359677246,156358000,28013716,13060785,7554382,107729117,1.462316,1.162695,0.137678,2.762689,0.822,4.65
Sky_5,3359695267,174550103,30873254,18174468,12341650,113160731,1.611584,1.721109,0.144619,3.477312,1.035,5.2
Sky_6,3359679074,154344684,26270186,12707153,7805100,107562245,1.371304,1.156891,0.137465,2.665659,0.793,4.59
Sky_7,3359689363,164468265,30472618,13036147,12013722,108945778,1.590671,1.412813,0.139233,3.142716,0.935,4.9
Sky_8,3359700878,131308528,15439945,8719809,5382636,101766138,0.805965,0.795378,0.130057,1.7314,0.515,3.91
Sky_9,3359683959,163687474,27884042,16547571,11883295,107372566,1.455547,1.603501,0.137222,3.19627,0.951,4.87
