mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359680612,181149744,8706412,31419387,25885355,115138590,0.454475,3.231987,0.147147,3.833609,1.141,5.39
Sky_10,3359668963,173398024,40305870,12741759,6904894,113445501,2.103966,1.108071,0.144983,3.357021,0.999,5.16
Sky_11,3359681489,171078194,25231367,18900106,16566926,110379795,1.317077,2.000341,0.141065,3.458483,1.029,5.09
Sky_12,3359681231,142261842,16992202,12870007,8113476,104286157,0.886993,1.183468,0.133278,2.203739,0.656,4.23
Sky_13,3359676829,130526774,12860503,10266547,6570293,100829431,0.671318,0.949598,0.12886,1.749776,0.521,3.89
Sky_14,3359673009,138581732,12312977,14841163,9519760,101907832,0.642737,1.373956,0.130238,2.146932,0.639,4.12
Sky_15,3359673659,127125224,14223171,7648858,4324316,100928879,0.74245,0.675287,0.128987,1.546724,0.46,3.78
Sky_2,3359669626,136293779,12653233,13305679,8606521,101728346,0.660499,1.235848,0.130009,2.026356,0.603,4.06
Sky_3,3359679825,133032774,15292546,10020326,6401802,101318100,0.798271,0.926208,0.129485,1.853963,0.552,3.96
Sky_4,3359667071,144457461,20644984,11749072,7426729,104636676,1.077668,1.081515,0.133726,2.292909,0.682,4.3
Sky_5,3359691673,178810458,32013774,18766133,13946694,114083857,1.671119,1.845003,0.145799,3.661922,1.09,5.32
Sky_6,3359686604,157470151,29032647,11269278,8329833,108838393,1.515504,1.10539,0.139095,2.75999,0.822,4.69
Sky_7,3359677860,162048452,27232116,15641715,12136448,107038173,1.421516,1.566688,0.136795,3.125,0.93,4.82
Sky_8,3359690473,130687994,16681707,7436423,4459276,102110588,0.870785,0.670917,0.130497,1.6722,0.498,3.89
Sky_9,3359683101,169391897,34295192,13399260,11142199,110555246,1.790209,1.384138,0.14129,3.315637,0.987,5.04
