mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359675076,178272405,8416529,29370294,25697746,114787836,0.439343,3.105837,0.146699,3.691879,1.099,5.31
Sky_10,3359692102,164792958,35117448,12222971,6802060,110650479,1.833131,1.073012,0.141411,3.047554,0.907,4.91
Sky_11,3359700200,184514837,35102391,19461858,14260812,115689776,1.832345,1.901959,0.147852,3.882155,1.156,5.49
Sky_12,3359672846,141023636,15665021,13480020,9017520,102861075,0.817714,1.268861,0.131456,2.218032,0.66,4.2
Sky_13,3359683499,129195145,13326617,8269797,5689288,101909443,0.695649,0.787292,0.13024,1.613182,0.48,3.85
Sky_14,3359692984,138421167,13533151,14093104,8556917,102237995,0.70643,1.277461,0.13066,2.114552,0.629,4.12
Sky_15,3359693462,127073078,13749908,8234787,4694302,100394081,0.717745,0.729201,0.128304,1.575249,0.469,3.78
Sky_2,3359674659,142816688,13686904,14849676,11134645,103145463,0.714456,1.465516,0.13182,2.311792,0.688,4.25
Sky_3,3359701066,131959459,15260986,9689565,5704644,101304264,0.796623,0.868233,0.129467,1.794324,0.534,3.93
Sky_4,3359684234,154209733,28828066,10769905,6154101,108457661,1.504825,0.954514,0.138609,2.597948,0.773,4.59
Sky_5,3359682908,174631081,32376864,16469268,12872668,112912281,1.690072,1.654885,0.144302,3.489259,1.039,5.2
Sky_6,3359686618,149712703,24276513,10901248,7954040,106580902,1.267234,1.063438,0.13621,2.466883,0.734,4.46
Sky_7,3359673206,161329971,23251616,16903317,14982211,106192827,1.213734,1.798344,0.135714,3.147793,0.937,4.8
Sky_8,3359700878,129969510,13702140,9956314,5678790,100632266,0.715252,0.88182,0.128608,1.72568,0.514,3.87
Sky_9,3359679666,162058379,31141554,11290936,10616304,109009585,1.625589,1.235568,0.139314,3.000472,0.893,4.82
