mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359713177,116170351,3003368,6285596,4654398,102226989,0.156776,0.617016,0.130646,0.904438,0.269,3.46
Sky_10,3359715646,110072972,7032703,2418819,1241981,99379469,0.367107,0.206469,0.127007,0.700583,0.209,3.28
Sky_11,3359689692,108388527,4733469,3489942,1968693,98196423,0.247087,0.307867,0.125495,0.680449,0.203,3.23
Sky_12,3359702913,118040814,12539754,2522495,1138098,101840467,0.654575,0.206457,0.130152,0.991185,0.295,3.51
Sky_13,3359697017,105188118,4827926,2258611,785033,97316548,0.252018,0.171662,0.124371,0.54805,0.163,3.13
Sky_14,3359710924,110240403,4891561,4611115,2466515,98271212,0.255339,0.399178,0.125591,0.780108,0.232,3.28
Sky_15,3359715150,107467420,4570536,2484278,1486919,98925687,0.238582,0.223976,0.126427,0.588985,0.175,3.2
Sky_2,3359697081,108475169,5063077,3756663,1839103,97816326,0.264293,0.315601,0.125009,0.704903,0.21,3.23
Sky_3,3359694315,105766514,5017527,2381946,947454,97419587,0.261915,0.187778,0.124502,0.574195,0.171,3.15
Sky_4,3359696347,106580237,4963841,3079098,1041921,97495377,0.259113,0.232425,0.124599,0.616137,0.183,3.17
Sky_5,3359697604,114240315,7787587,4305556,2185310,99961862,0.406512,0.366085,0.127751,0.900348,0.268,3.4
Sky_6,3359706319,113907507,9251074,3211813,1224823,100219797,0.482906,0.250226,0.128081,0.861213,0.256,3.39
Sky_7,3359715884,103347156,2970159,2150630,1540120,96686247,0.155042,0.208158,0.123565,0.486766,0.145,3.08
Sky_8,3359714605,106273803,5136969,1939020,1072628,98125186,0.26815,0.169857,0.125404,0.563411,0.168,3.16
Sky_9,3359699405,105908759,3110204,3950938,2122699,96724918,0.162353,0.342553,0.123614,0.62852,0.187,3.15
