mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359697610,116580047,2954928,6315947,4500973,102808199,0.154247,0.610074,0.131389,0.89571,0.267,3.47
Sky_10,3359678289,106901538,5182912,2628610,1205403,97884613,0.270548,0.216238,0.125097,0.611883,0.182,3.18
Sky_11,3359688092,114293725,7791916,4246939,2154216,100100654,0.406738,0.361025,0.127929,0.895692,0.267,3.4
Sky_12,3359683882,111617562,7653670,3114749,1297710,99551433,0.399522,0.248863,0.127227,0.775611,0.231,3.32
Sky_13,3359695222,106130510,4988070,2643754,1024934,97473752,0.260377,0.206914,0.124571,0.591863,0.176,3.16
Sky_14,3359688504,108347469,4653347,3914452,1911295,97868375,0.242905,0.328572,0.125076,0.696553,0.207,3.22
Sky_15,3359692941,107071378,5078504,2983594,1295786,97713494,0.265098,0.241357,0.124878,0.631333,0.188,3.19
Sky_2,3359704467,106519214,4708850,2889687,1511433,97409244,0.245802,0.248223,0.124489,0.618514,0.184,3.17
Sky_3,3359690119,104652943,4457804,2256732,958014,96980393,0.232697,0.181312,0.123941,0.53795,0.16,3.11
Sky_4,3359706156,112835383,9477585,2347219,969380,100041199,0.49473,0.187056,0.127853,0.809639,0.241,3.36
Sky_5,3359702380,110130489,4899870,3835220,2535266,98860133,0.255773,0.359295,0.126343,0.741412,0.221,3.28
Sky_6,3359680528,110033502,7797754,2166477,955771,99113500,0.407043,0.176095,0.126667,0.709805,0.211,3.28
Sky_7,3359696394,107791295,3683916,4622765,2153939,97330675,0.1923,0.382206,0.124389,0.698895,0.208,3.21
Sky_8,3359691897,105550282,4461185,2843807,1027667,97217623,0.232874,0.218351,0.124244,0.575469,0.171,3.14
Sky_9,3359677984,104086357,3292980,2840460,1377273,96575644,0.171894,0.23788,0.123424,0.533197,0.159,3.1
