node,prr_parent(last),prr_sender(last),prr_all_nei_avg,ul_sent,ul_recv,PDR_UL(%),dl_sent,dl_recv,PDR_DL(%),PDR_DL_CSV_last(%),UL_delay_samples,UL_delay_ticks_avg,UL_delay_ms_avg,DL_delay_samples,DL_delay_ticks_avg,DL_delay_ms_avg
01:00,,,74.93,0,0,,0,0,,,0,,,0,,
02:00,100.0,100.0,89.16,119,118,99.16,6,6,100.0,100.0,118,83.13,649.43,6,0.0,0.0
03:00,96.0,98.0,98.68,119,119,100.0,6,6,100.0,100.0,119,31.45,245.73,6,18.5,144.53
04:00,100.0,67.0,95.73,119,119,100.0,6,6,100.0,100.0,119,42.17,329.44,6,2.67,20.83
05:00,100.0,75.0,83.96,119,119,100.0,6,6,100.0,100.0,119,0.0,0.0,6,67.0,523.44
06:00,100.0,72.0,97.59,119,118,99.16,6,6,100.0,100.0,118,8.32,65.02,6,32.0,250.0
07:00,100.0,77.0,87.56,119,118,99.16,5,5,100.0,100.0,118,0.07,0.53,5,53.8,420.31
08:00,98.0,98.0,97.99,119,117,98.32,5,5,100.0,100.0,117,33.38,260.75,5,14.6,114.06
09:00,100.0,88.0,89.9,119,119,100.0,5,5,100.0,100.0,119,0.42,3.28,5,40.4,315.62
10:00,100.0,65.0,97.84,119,118,99.16,5,5,100.0,100.0,118,0.0,0.0,5,71.8,560.94
11:00,100.0,85.0,86.67,119,119,100.0,5,5,100.0,100.0,119,67.22,525.14,5,0.4,3.12
12:00,100.0,63.0,94.31,119,117,98.32,5,5,100.0,100.0,117,0.28,2.2,5,49.0,382.81
13:00,100.0,100.0,99.86,119,119,100.0,5,5,100.0,100.0,119,60.74,474.53,5,3.8,29.69
14:00,97.0,97.0,87.75,119,118,99.16,5,5,100.0,100.0,118,0.46,3.58,5,72.8,568.75
15:00,98.0,98.0,99.63,119,119,100.0,5,5,100.0,100.0,119,5.55,43.33,5,49.0,382.81
