mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359682963,117435182,3080839,6647163,4475427,103231753,0.16082,0.627314,0.13193,0.920064,0.274,3.5
Sky_10,3359693593,107779335,5847313,2594686,1056482,98280854,0.30523,0.205926,0.125603,0.636759,0.19,3.21
Sky_11,3359681940,117057834,8126632,5204784,2933867,100792551,0.42421,0.45902,0.128813,1.012043,0.301,3.48
Sky_12,3359681244,113740834,8320020,3807501,1713337,99899976,0.434305,0.311375,0.127672,0.873352,0.26,3.39
Sky_13,3359692683,105466640,5429532,1813497,732369,97491242,0.283422,0.143587,0.124594,0.551602,0.164,3.14
Sky_14,3359699379,108186947,4961244,3454125,1768244,98003334,0.258977,0.294542,0.125248,0.678767,0.202,3.22
Sky_15,3359686317,108565464,5859844,1869875,1354887,99480858,0.305884,0.181877,0.127137,0.614897,0.183,3.23
Sky_2,3359697659,108302085,5293410,3631855,1480939,97895881,0.276316,0.288362,0.125111,0.689789,0.205,3.22
Sky_3,3359706653,106745434,4901215,3136648,1248814,97458757,0.255843,0.24734,0.124552,0.627736,0.187,3.18
Sky_4,3359705230,109323606,6266180,3307837,1387782,98361807,0.327095,0.264833,0.125706,0.717634,0.214,3.25
Sky_5,3359691971,114837278,8833621,3551090,2116571,100335996,0.461115,0.319656,0.128229,0.909,0.271,3.42
Sky_6,3359706623,111835400,7850439,3375294,1379924,99229743,0.409793,0.268194,0.126816,0.804803,0.24,3.33
Sky_7,3359686097,105275018,3321637,2769848,2375137,96808396,0.173389,0.290177,0.123721,0.587288,0.175,3.13
Sky_8,3359697612,106055784,5458754,2342934,781913,97472183,0.284947,0.176241,0.124569,0.585758,0.174,3.16
Sky_9,3359680693,109100720,3564087,5417749,2734631,97384253,0.186045,0.459794,0.124457,0.770297,0.229,3.25
