mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359650669,117058420,3085972,6318562,4561004,103092882,0.161088,0.613608,0.131753,0.906448,0.27,3.48
Sky_10,3359657103,106584318,5515479,2133724,1000562,97934553,0.287908,0.176774,0.12516,0.589842,0.176,3.17
Sky_11,3359657105,109831869,5986461,3194047,1786404,98864957,0.312493,0.280897,0.126349,0.71974,0.214,3.27
Sky_12,3359646101,114332735,9443778,3053340,1316918,100518699,0.492965,0.246483,0.128463,0.867911,0.258,3.4
Sky_13,3359641345,105050637,4487636,2576922,847193,97138886,0.234255,0.19312,0.124143,0.551518,0.164,3.13
Sky_14,3359644994,108882974,4835130,4112116,1976804,97958924,0.252394,0.343415,0.125192,0.721,0.215,3.24
Sky_15,3359648112,106576607,4389360,3338272,1417449,97431526,0.229125,0.268223,0.124517,0.621865,0.185,3.17
Sky_2,3359644684,109234501,4752381,4431994,2055150,97994976,0.248074,0.365875,0.125238,0.739187,0.22,3.25
Sky_3,3359654724,105474280,5027461,1518360,969805,97958654,0.262433,0.140333,0.125191,0.527957,0.157,3.14
Sky_4,3359649486,112310438,7889376,3624031,1305295,99491736,0.411825,0.278014,0.12715,0.81699,0.243,3.34
Sky_5,3359656449,112123136,7034439,3360750,1788948,99938999,0.367198,0.290443,0.127722,0.785363,0.234,3.34
Sky_6,3359632711,106545548,5658099,2146427,969017,97772005,0.295353,0.175711,0.124953,0.596016,0.177,3.17
Sky_7,3359654685,104437244,3039625,2400234,1825102,97172283,0.158668,0.238309,0.124186,0.521164,0.155,3.11
Sky_8,3359635112,104755464,4644603,2152790,819173,97138898,0.242448,0.167619,0.124144,0.534211,0.159,3.12
Sky_9,3359634148,104082756,3336339,2893865,1415651,96436901,0.174157,0.243057,0.123246,0.54046,0.161,3.1
