mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359697610,187114310,4530182,24302239,20751432,137530457,0.236476,2.541027,0.175764,2.953266,0.879,5.57
Sky_10,3359678289,117800772,8142900,6077846,2583696,100996330,0.425059,0.488511,0.129073,1.042644,0.31,3.51
Sky_11,3359688092,116163478,6746320,6291070,2785106,100340982,0.352158,0.511896,0.128236,0.99229,0.295,3.46
Sky_12,3359683882,142948394,21439643,7484901,3883512,110140338,1.119149,0.641178,0.140759,1.901087,0.566,4.25
Sky_13,3359695222,128353832,4122929,13988333,8685064,101557506,0.215217,1.27878,0.12979,1.623787,0.483,3.82
Sky_14,3359688504,149676998,23581782,9267873,5211646,111615697,1.230969,0.816645,0.142645,2.190259,0.652,4.46
Sky_15,3359692941,119151279,6734432,7696546,3720977,100999324,0.351537,0.643948,0.129077,1.124563,0.335,3.55
Sky_16,3359679309,120674318,7849133,7608556,3864712,101351917,0.409725,0.647092,0.129528,1.186345,0.353,3.59
Sky_17,3359702772,127261501,9452869,8084299,5605898,104118435,0.49344,0.772127,0.133063,1.39863,0.416,3.79
Sky_18,3359693429,111204203,7901306,2195171,1496651,99611075,0.412448,0.208219,0.127303,0.74797,0.223,3.31
Sky_19,3359686200,135623630,14578339,9470016,5134744,106440531,0.760989,0.823708,0.136031,1.720729,0.512,4.04
Sky_2,3359704467,116620632,8543318,5062730,2060846,100953738,0.445961,0.40177,0.129019,0.97675,0.291,3.47
Sky_20,3359696855,124036984,7459361,9665221,4817926,102094476,0.389379,0.816849,0.130477,1.336705,0.398,3.69
Sky_21,3359703352,117614905,6800158,6356042,3062051,101396654,0.354968,0.53118,0.129585,1.015734,0.302,3.5
Sky_22,3359678657,151291165,28281741,6305339,3572555,113131530,1.476307,0.557113,0.144582,2.178002,0.648,4.5
Sky_23,3359700817,129649964,10350478,8061361,7324207,103913918,0.540295,0.867746,0.132802,1.540843,0.459,3.86
Sky_24,3359679123,139341584,20010387,7006129,3812699,108512369,1.044542,0.610182,0.138679,1.793403,0.534,4.15
Sky_25,3359701212,117966026,6980489,5423522,3495641,102066374,0.364382,0.503041,0.130441,0.997863,0.297,3.51
Sky_26,3359702755,111634764,5171070,4693414,2172369,99597911,0.26993,0.38723,0.127286,0.784446,0.233,3.32
Sky_27,3359700573,119350538,7111109,6214682,3486131,102538616,0.3712,0.547126,0.131044,1.04937,0.312,3.55
Sky_28,3359698299,125230540,7805168,8920131,5028293,103476948,0.40743,0.786691,0.132244,1.326364,0.395,3.73
Sky_29,3359698254,118803018,7639929,6462193,2924921,101775975,0.398804,0.529433,0.13007,1.058307,0.315,3.54
Sky_3,3359690119,116000980,5655206,6831843,3823183,99690748,0.295202,0.600943,0.127405,1.02355,0.305,3.45
Sky_30,3359702098,110483317,5679702,3771203,1702026,99330386,0.29648,0.30869,0.126944,0.732115,0.218,3.29
Sky_4,3359706156,113550971,6014148,5534835,2523251,99478737,0.313939,0.454476,0.127134,0.895548,0.267,3.38
Sky_5,3359702380,111346953,8251170,2531812,1059667,99504304,0.430711,0.202559,0.127167,0.760437,0.226,3.31
Sky_6,3359680528,113554289,5062944,6279889,2822753,99388703,0.264286,0.513389,0.127019,0.904693,0.269,3.38
Sky_7,3359696394,127542625,8039143,10591763,5423279,103488440,0.419643,0.903248,0.132258,1.45515,0.433,3.8
Sky_8,3359691897,148483106,21357893,10100231,6866166,110158816,1.114882,0.956905,0.140783,2.21257,0.659,4.42
Sky_9,3359677984,124236640,8795609,8775298,4011051,102654682,0.459131,0.72115,0.131193,1.311474,0.39,3.7
