mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359691933,191290660,4703363,25512870,22156348,138918079,0.245516,2.688544,0.177537,3.111597,0.926,5.69
Sky_10,3359663012,117647301,6963039,6211001,2979297,101493964,0.363471,0.518333,0.129709,1.011513,0.301,3.5
Sky_11,3359672219,116410368,6685881,6175547,3096943,100451997,0.349003,0.522968,0.128378,1.000349,0.298,3.46
Sky_12,3359681049,140229301,15855442,10949558,5999282,107425019,0.827654,0.955915,0.137289,1.920858,0.572,4.17
Sky_13,3359676942,128374089,6683924,11834965,7759074,102096126,0.348901,1.105104,0.130479,1.584483,0.472,3.82
Sky_14,3359682114,143614273,18696919,10651944,5592458,108672952,0.975979,0.916184,0.138884,2.031047,0.605,4.27
Sky_15,3359691579,118771113,6814329,6969850,3450060,101536874,0.355708,0.587683,0.129764,1.073155,0.319,3.54
Sky_16,3359682038,121415082,7258433,8629300,4024981,101502368,0.37889,0.713701,0.12972,1.222312,0.364,3.61
Sky_17,3359670514,140703664,20307134,7532107,4266230,108598193,1.060032,0.665426,0.138788,1.864247,0.555,4.19
Sky_18,3359685211,111779658,7917464,2755817,1402875,99703502,0.413292,0.23455,0.127421,0.775263,0.231,3.33
Sky_19,3359691853,133078924,12276368,9636589,6390931,104775036,0.640826,0.903952,0.133902,1.678681,0.5,3.96
Sky_2,3359688548,123078917,8809944,8208319,3693438,102367216,0.459879,0.671259,0.130825,1.261963,0.376,3.66
Sky_20,3359690876,123564653,7699815,9439204,4685221,101740413,0.40193,0.796618,0.130024,1.328572,0.395,3.68
Sky_21,3359691750,120451240,7204842,7640989,3765096,101840313,0.376093,0.643303,0.130152,1.149548,0.342,3.59
Sky_22,3359662675,141885790,19091264,9031739,5224190,108538597,0.996564,0.804034,0.138712,1.939311,0.577,4.22
Sky_23,3359668651,133604632,13780354,8459811,5424277,105940190,0.719334,0.783063,0.135392,1.637789,0.487,3.98
Sky_24,3359687328,143655255,21695140,8315516,3961672,109682927,1.132486,0.692433,0.140175,1.965094,0.585,4.28
Sky_25,3359682677,118282891,6844109,7370139,3100629,100968014,0.357262,0.590551,0.129037,1.076851,0.321,3.52
Sky_26,3359677718,109428784,5775609,3666604,1574581,98411990,0.301487,0.295603,0.125771,0.72286,0.215,3.26
Sky_27,3359676891,115496466,7098663,5694316,2423249,100280238,0.37055,0.457831,0.128158,0.956539,0.285,3.44
Sky_28,3359688664,123469862,7346682,9599678,4718710,101804792,0.383497,0.807557,0.130107,1.32116,0.393,3.68
Sky_29,3359666624,115674155,6401677,5419006,2910628,100942844,0.334168,0.469791,0.129005,0.932964,0.278,3.44
Sky_3,3359674991,115625918,5348801,7227072,3620552,99429493,0.279207,0.611806,0.127071,1.018084,0.303,3.44
Sky_30,3359688599,110492187,4711656,5406872,2018964,98354695,0.245948,0.418817,0.125697,0.790463,0.235,3.29
Sky_4,3359687285,120219387,6891116,8058110,3910939,101359222,0.359716,0.675054,0.129537,1.164308,0.347,3.58
Sky_5,3359668513,113037409,8402279,2998279,1265262,100371589,0.438599,0.240464,0.128275,0.807338,0.24,3.36
Sky_6,3359664187,115874097,6714819,5577513,2825975,100755790,0.350514,0.473957,0.128766,0.953236,0.284,3.45
Sky_7,3359672870,126747922,8664661,9566585,4865532,103651144,0.452295,0.813971,0.132466,1.398733,0.416,3.77
Sky_8,3359668113,166220481,35173595,8242761,5263387,117540738,1.836062,0.761747,0.150217,2.748025,0.818,4.95
Sky_9,3359682973,130479067,9318200,11328086,6137592,103695189,0.48641,0.985064,0.132522,1.603997,0.477,3.88
