mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359655660,187080479,4594631,24008791,19683889,138793168,0.23984,2.464267,0.177378,2.881485,0.858,5.57
Sky_10,3359637483,115830835,5941584,6620323,3104632,100164296,0.310151,0.548487,0.12801,0.986648,0.294,3.45
Sky_11,3359660399,116941773,7125798,5288724,3052446,101474805,0.371967,0.470442,0.129685,0.972093,0.289,3.48
Sky_12,3359649161,138919751,17493130,9090927,4863166,107472528,0.913141,0.787011,0.13735,1.837502,0.547,4.13
Sky_13,3359645407,134206683,9293158,12598943,7670810,104643772,0.485103,1.143214,0.133735,1.762052,0.524,3.99
Sky_14,3359643110,146827169,22538315,8689456,4865202,110734196,1.1765,0.764483,0.141518,2.082501,0.62,4.37
Sky_15,3359666194,116646005,7391112,6130917,2528167,100595809,0.385816,0.488372,0.128561,1.00275,0.298,3.47
Sky_16,3359662726,117190482,7083784,6203263,3125633,100777802,0.369774,0.52615,0.128794,1.024717,0.305,3.49
Sky_17,3359642275,133773636,13381434,9413335,5385891,105592976,0.698511,0.834676,0.134948,1.668135,0.497,3.98
Sky_18,3359642552,112269713,7678443,3543719,1606548,99441003,0.400815,0.290475,0.127086,0.818375,0.244,3.34
Sky_19,3359650621,132609935,10742217,11348038,6435344,104084336,0.560744,1.002983,0.13302,1.696746,0.505,3.95
Sky_2,3359646838,119191712,8088978,6794144,2945881,101362709,0.422245,0.549337,0.129542,1.101124,0.328,3.55
Sky_20,3359666381,119054635,7655073,6764600,3542004,101092958,0.399595,0.581292,0.129197,1.110084,0.33,3.54
Sky_21,3359662156,115756587,6703460,5625458,2641065,100786604,0.349921,0.466232,0.128805,0.944958,0.281,3.45
Sky_22,3359666988,139202486,19330858,7579887,3798960,108492781,1.009071,0.641767,0.138654,1.789492,0.533,4.14
Sky_23,3359656947,141921095,17263359,9585340,7135175,107937221,0.901147,0.943037,0.137944,1.982128,0.59,4.22
Sky_24,3359662615,137348526,19125798,6472728,3427504,108322496,0.998367,0.558373,0.138436,1.695176,0.505,4.09
Sky_25,3359665532,114003755,6425598,5172802,2667900,99737455,0.335416,0.442216,0.127464,0.905096,0.269,3.39
Sky_26,3359647568,110222806,5175129,4375881,1982547,98689249,0.270142,0.358615,0.126125,0.754882,0.225,3.28
Sky_27,3359665803,117390512,7786592,6249485,2446532,100907903,0.40646,0.490455,0.12896,1.025876,0.305,3.49
Sky_28,3359641714,120361168,7120947,8314622,3853434,101072165,0.371713,0.686278,0.12917,1.187162,0.353,3.58
Sky_29,3359639640,115345801,6785323,5998018,2345492,100216968,0.354194,0.470574,0.128077,0.952845,0.284,3.43
Sky_3,3359664659,112431428,5129762,5553743,3057461,98690462,0.267774,0.485672,0.126126,0.879572,0.262,3.35
Sky_30,3359666625,107910274,5015042,3228651,1557612,98108969,0.261785,0.269945,0.125383,0.657114,0.196,3.21
Sky_4,3359638218,117221403,7825292,5940622,2746189,100709300,0.40848,0.489936,0.128706,1.027123,0.306,3.49
Sky_5,3359666683,112043060,8310632,3027440,1154122,99550866,0.433815,0.23584,0.127226,0.796881,0.237,3.33
Sky_6,3359651428,115272544,6109375,6361171,3037537,99764461,0.318909,0.530087,0.127499,0.976495,0.291,3.43
Sky_7,3359660642,128952582,10158939,7899122,4893139,106001382,0.530297,0.721484,0.13547,1.38725,0.413,3.84
Sky_8,3359656823,150264538,22145658,10298007,6865966,110954907,1.156003,0.968048,0.1418,2.265852,0.674,4.47
Sky_9,3359665274,124251367,9186751,8076998,4257753,102729865,0.479548,0.69568,0.131289,1.306517,0.389,3.7
