mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359677346,195023187,4587339,27020430,22175536,141239882,0.239459,2.774652,0.180505,3.194616,0.951,5.8
Sky_10,3359695393,119128570,6348704,8056451,3698302,101025113,0.331402,0.662968,0.12911,1.123481,0.334,3.55
Sky_11,3359677857,120579715,6461382,8404053,3596186,102118094,0.337284,0.676813,0.130507,1.144605,0.341,3.59
Sky_12,3359677599,156226899,27480711,9540629,5321179,113884380,1.434493,0.838206,0.145544,2.418243,0.72,4.65
Sky_13,3359673197,137357000,7655679,16285201,9229022,104187098,0.399626,1.439002,0.133151,1.97178,0.587,4.09
Sky_14,3359669377,162030444,31256854,9677999,5160740,115934851,1.631608,0.836905,0.148165,2.616677,0.779,4.82
Sky_15,3359670027,121316100,7099192,8867410,3912286,101437212,0.370578,0.720775,0.129637,1.220989,0.363,3.61
Sky_16,3359674544,125113234,7707595,9886002,5361745,102157892,0.402336,0.859973,0.130558,1.392867,0.415,3.72
Sky_17,3359689445,129601309,10862319,9047783,5741620,103949587,0.567013,0.834122,0.132848,1.533983,0.457,3.86
Sky_18,3359688777,111277201,7952262,2322409,1435985,99566545,0.415108,0.211973,0.127246,0.754328,0.225,3.31
Sky_19,3359672408,132761258,9277663,11832731,7618020,104032844,0.484294,1.097022,0.132954,1.71427,0.51,3.95
Sky_2,3359666360,116263429,6542551,6735575,3052937,99932366,0.341521,0.552072,0.127714,1.021307,0.304,3.46
Sky_20,3359670359,124633383,8244765,9804424,4744710,101839484,0.430377,0.820571,0.130151,1.381099,0.411,3.71
Sky_21,3359672056,118747317,7128470,7022140,3512539,101084168,0.372106,0.594156,0.129186,1.095448,0.326,3.53
Sky_22,3359669275,142911820,21527686,7987056,4127022,109270056,1.123745,0.683234,0.139647,1.946626,0.579,4.25
Sky_23,3359682727,138439207,17360645,7810563,5193283,108074716,0.906226,0.733417,0.138119,1.777762,0.529,4.12
Sky_24,3359671770,136608292,17270469,7899429,4045070,107393324,0.901518,0.67367,0.137249,1.712437,0.51,4.07
Sky_25,3359668884,116520731,6753996,6314904,2839187,100612644,0.352559,0.516291,0.128583,0.997432,0.297,3.47
Sky_26,3359674092,111549225,5577680,4964904,2083537,98923104,0.291155,0.397532,0.126424,0.815111,0.243,3.32
Sky_27,3359695228,117810886,6724529,7269863,3100263,100716231,0.35102,0.584875,0.128715,1.064611,0.317,3.51
Sky_28,3359674763,122622523,6864754,9532373,4715145,101510251,0.35834,0.80356,0.12973,1.29163,0.384,3.65
Sky_29,3359680931,117237399,6944286,5151884,3245933,101895296,0.362492,0.473637,0.130222,0.966351,0.288,3.49
Sky_3,3359676528,117510413,6042502,7013263,4043869,100410779,0.315419,0.623622,0.128325,1.067366,0.318,3.5
Sky_30,3359690740,108161132,5178585,3692401,1281218,98008928,0.270322,0.280512,0.125255,0.67609,0.201,3.22
Sky_4,3359695055,116817695,7167280,6483083,2888605,100278727,0.374132,0.528563,0.128156,1.030851,0.307,3.48
Sky_5,3359688377,111765382,8116509,2651926,1230687,99766260,0.423682,0.218979,0.127501,0.770162,0.229,3.33
Sky_6,3359683338,115462053,6392360,6186844,2723109,100159740,0.333681,0.502521,0.128004,0.964207,0.287,3.44
Sky_7,3359674594,133335097,9547827,12856387,6392809,104538074,0.498397,1.085655,0.1336,1.717651,0.511,3.97
Sky_8,3359687207,150959055,23631829,9854236,6405028,111067962,1.233581,0.917022,0.141945,2.292549,0.682,4.49
Sky_9,3359679835,134288556,9859799,9934781,6838793,107655183,0.514682,0.94603,0.137583,1.598294,0.476,4.0
