mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359700154,191859240,4776748,25672181,20826309,140584002,0.249346,2.622515,0.179666,3.051527,0.908,5.71
Sky_10,3359685851,115934555,5941680,6592318,3061481,100339076,0.310156,0.544474,0.128233,0.982863,0.293,3.45
Sky_11,3359688501,117939769,7057863,6752591,3202357,100926958,0.36842,0.561459,0.128985,1.058864,0.315,3.51
Sky_12,3359700845,140946947,16183454,10344082,6409656,108009755,0.844776,0.944911,0.138036,1.927724,0.574,4.2
Sky_13,3359696836,135460808,7754946,14592489,9520515,103592858,0.404808,1.359973,0.132392,1.897173,0.565,4.03
Sky_14,3359714234,143268222,19932365,9179219,5120616,109036022,1.040469,0.806511,0.139348,1.986328,0.591,4.26
Sky_15,3359708576,117745894,6943853,6754655,3134230,100913156,0.362469,0.557733,0.128967,1.049169,0.312,3.5
Sky_16,3359692765,121028914,7302731,8601260,4081968,101042955,0.381203,0.715334,0.129133,1.22567,0.365,3.6
Sky_17,3359703198,139382389,16056533,8717443,6665344,107943069,0.838151,0.867589,0.137951,1.843691,0.549,4.15
Sky_18,3359696733,114482140,8790101,3267378,1750802,100673859,0.458843,0.283025,0.128661,0.87053,0.259,3.41
Sky_19,3359713723,136224928,16238768,8234111,5055635,106696414,0.847664,0.749542,0.136358,1.733563,0.516,4.05
Sky_2,3359704173,117829467,7651481,4786136,3136174,102255676,0.399407,0.446818,0.130683,0.976908,0.291,3.51
Sky_20,3359700494,123479093,7346763,9205990,5158414,101767926,0.383501,0.810152,0.130059,1.323713,0.394,3.68
Sky_21,3359708253,116058355,6774916,6195818,2847154,100240467,0.353651,0.510024,0.128107,0.991782,0.295,3.45
Sky_22,3359710371,143389982,22753432,7448186,3675052,109513312,1.187729,0.627351,0.139958,1.955038,0.582,4.27
Sky_23,3359693022,141048943,15789989,11097281,7105994,107055679,0.824237,1.026665,0.136817,1.987719,0.592,4.2
Sky_24,3359706193,137890400,18048007,7192856,3987315,108662222,0.942106,0.630562,0.13887,1.711538,0.509,4.1
Sky_25,3359710402,116472031,7190851,5859601,2719563,100702016,0.375362,0.483865,0.128697,0.987924,0.294,3.47
Sky_26,3359692121,110171184,4920585,4754131,2021825,98474643,0.256855,0.382164,0.125851,0.764869,0.228,3.28
Sky_27,3359688535,118017291,6713268,7129117,3393378,100781528,0.350433,0.593469,0.128799,1.0727,0.319,3.51
Sky_28,3359695591,123142897,7457003,9332439,4820491,101532964,0.389256,0.798225,0.129759,1.31724,0.392,3.67
Sky_29,3359690917,117678012,7277655,6696282,3009096,100694979,0.379894,0.547383,0.128688,1.055965,0.314,3.5
Sky_3,3359697606,117969122,5279273,8300864,4545387,99843598,0.275578,0.724529,0.1276,1.127707,0.336,3.51
Sky_30,3359685697,108949099,4938175,3953155,1674678,98383091,0.257773,0.31741,0.125734,0.700916,0.209,3.24
Sky_4,3359692440,118284879,6812234,7284412,3448283,100739950,0.355599,0.605324,0.128746,1.089668,0.324,3.52
Sky_5,3359711787,112541368,8212580,3281896,1265492,99781400,0.428697,0.256473,0.127521,0.81269,0.242,3.35
Sky_6,3359696797,116390116,6015036,6514767,3167102,100693211,0.313985,0.546057,0.128686,0.988728,0.294,3.46
Sky_7,3359685005,127760078,10117897,9003088,4753349,103885744,0.528154,0.775863,0.132766,1.436783,0.428,3.8
Sky_8,3359696262,158352827,26694031,11260627,6603588,113794581,1.393428,1.007542,0.145429,2.5464,0.758,4.71
Sky_9,3359691764,132712954,11102667,11351919,5482156,104776212,0.579559,0.949442,0.133904,1.662905,0.495,3.95
