mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359700810,189237972,4660556,24484033,22184699,137908684,0.243281,2.632116,0.176247,3.051645,0.908,5.63
Sky_10,3359697399,116730716,5778202,7595426,3320082,100037006,0.301622,0.615635,0.127847,1.045104,0.311,3.47
Sky_11,3359687955,117188350,7064255,6644633,2791959,100687503,0.368754,0.532224,0.128679,1.029657,0.306,3.49
Sky_12,3359703034,142512225,19664672,8192509,5539496,109115548,1.026496,0.774485,0.13945,1.940431,0.578,4.24
Sky_13,3359712852,130752500,10325006,10078889,6530991,103817614,0.538965,0.936797,0.132679,1.608441,0.479,3.89
Sky_14,3359699705,152436519,23722529,10858694,5974549,111880747,1.238316,0.949395,0.142984,2.330695,0.694,4.54
Sky_15,3359697715,121060408,7144532,8587000,4013114,101315762,0.372945,0.710646,0.129482,1.213073,0.361,3.6
Sky_16,3359695667,122786332,6900574,9602005,4918066,101365687,0.36021,0.818932,0.129545,1.308687,0.39,3.65
Sky_17,3359694948,134234093,12320221,10618621,6371026,104924225,0.643116,0.958216,0.134093,1.735425,0.517,4.0
Sky_18,3359707764,110461773,7188186,2786014,1315361,99172212,0.375223,0.231318,0.126742,0.733283,0.218,3.29
Sky_19,3359706257,130101374,11823200,7809384,5560334,104908456,0.617171,0.754052,0.134073,1.505296,0.448,3.87
Sky_2,3359695391,121144360,9446532,6613255,2921593,102162980,0.493109,0.537765,0.130564,1.161439,0.346,3.61
Sky_20,3359685758,122155588,7428176,8460377,4641344,101625691,0.387751,0.738937,0.129878,1.256565,0.374,3.64
Sky_21,3359692313,117218193,6015738,7808412,3089735,100304308,0.314022,0.614655,0.128189,1.056866,0.315,3.49
Sky_22,3359709860,149038906,27261610,6412980,3238326,112125990,1.423056,0.544334,0.143297,2.110687,0.628,4.44
Sky_23,3359708131,127617878,8891009,9236918,6143674,103346277,0.464111,0.867465,0.132077,1.463653,0.436,3.8
Sky_24,3359712982,146688936,26093475,5981700,3022101,111591660,1.362079,0.507814,0.142614,2.012508,0.599,4.37
Sky_25,3359691595,117622965,6610519,7134453,3107202,100770791,0.345069,0.577629,0.128785,1.051484,0.313,3.5
Sky_26,3359712578,110962100,5482436,4531848,2057296,98890520,0.286183,0.371628,0.126382,0.784193,0.233,3.3
Sky_27,3359684575,115109968,6239550,6222939,2459102,100188377,0.325705,0.489667,0.128041,0.943412,0.281,3.43
Sky_28,3359710711,119789941,7281134,7569662,4112832,100826313,0.380075,0.658893,0.128856,1.167824,0.348,3.57
Sky_29,3359690828,116692908,7265925,6274270,2588085,100564628,0.379281,0.499837,0.128522,1.00764,0.3,3.47
Sky_3,3359691834,115620819,5227255,7403479,3749099,99240986,0.272863,0.629005,0.12683,1.028698,0.306,3.44
Sky_30,3359687648,109123793,4482880,4805786,1719156,98115971,0.234006,0.368007,0.125392,0.727405,0.217,3.25
Sky_4,3359697609,117204859,6988560,6999849,2960577,100255873,0.364803,0.561768,0.128127,1.054698,0.314,3.49
Sky_5,3359712674,112215820,8595524,2798341,979945,99842010,0.448686,0.213095,0.127598,0.78938,0.235,3.34
Sky_6,3359705051,114620457,5712938,5690545,2812098,100404876,0.298215,0.479549,0.128317,0.906082,0.27,3.41
Sky_7,3359708522,122926682,8128347,8117799,4270603,102409933,0.4243,0.698706,0.13088,1.253885,0.373,3.66
Sky_8,3359689529,150577270,22478353,10755992,6394915,110948010,1.17337,0.967311,0.141792,2.282473,0.679,4.48
Sky_9,3359693159,133332690,10373884,11864178,6284666,104809962,0.541517,1.023595,0.133947,1.699059,0.506,3.97
