mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359652096,194268553,4708452,27181668,22753178,139625255,0.245781,2.816325,0.178441,3.240548,0.965,5.78
Sky_10,3359627757,114482522,5683068,6136188,2688374,99974892,0.296656,0.497705,0.127768,0.922129,0.274,3.41
Sky_11,3359644711,118720027,6933979,7809063,3104677,100872308,0.361954,0.615535,0.128915,1.106403,0.329,3.53
Sky_12,3359655197,150401666,22007095,9931353,6236008,112227210,1.14877,0.911839,0.143426,2.204036,0.656,4.48
Sky_13,3359635739,125610766,4961650,12031764,7189274,101428078,0.258998,1.084067,0.129625,1.47269,0.438,3.74
Sky_14,3359649864,147958703,20534865,10982599,6173196,110268043,1.07192,0.967587,0.140923,2.180429,0.649,4.4
Sky_15,3359634335,116021052,6729561,5974827,2822759,100493905,0.351283,0.496184,0.128431,0.975898,0.29,3.45
Sky_16,3359637780,121012032,7106701,8283991,4415721,101205619,0.37097,0.716264,0.129341,1.216574,0.362,3.6
Sky_17,3359628124,127914391,11671243,7693468,4434612,104115068,0.609239,0.684024,0.133059,1.426322,0.425,3.81
Sky_18,3359630801,111955674,8051617,2570580,1535688,99797789,0.420294,0.231594,0.127542,0.779429,0.232,3.33
Sky_19,3359646955,134311863,12551757,10698567,5762391,105299148,0.655202,0.928398,0.134572,1.718172,0.511,4.0
Sky_2,3359645438,120509693,7566358,8291971,3596618,101054746,0.394964,0.670516,0.129148,1.194628,0.356,3.59
Sky_20,3359635347,121919789,7563787,8716498,4082603,101556901,0.39483,0.721869,0.12979,1.246489,0.371,3.63
Sky_21,3359655480,119672550,6916602,5906479,4010963,102838506,0.361047,0.559344,0.131428,1.051818,0.313,3.56
Sky_22,3359651573,151600050,27820270,7519514,4022410,112237856,1.452218,0.650965,0.14344,2.246623,0.669,4.51
Sky_23,3359649290,133447927,9362118,12552862,7616956,103915991,0.488703,1.137578,0.132805,1.759085,0.524,3.97
Sky_24,3359640332,149054751,25859034,7189481,4112253,111893983,1.349842,0.637418,0.143001,2.13026,0.634,4.44
Sky_25,3359649051,119577408,6721309,8452263,3241622,101162214,0.350852,0.659535,0.129285,1.139673,0.339,3.56
Sky_26,3359655519,112730606,5328347,4415148,2694142,100292969,0.27814,0.400964,0.128174,0.807278,0.24,3.36
Sky_27,3359653287,121183261,7317228,7317815,3868201,102680017,0.381959,0.630891,0.131225,1.144076,0.341,3.61
Sky_28,3359656392,121475201,8416286,6563291,4051004,102444620,0.43933,0.598646,0.130924,1.168901,0.348,3.62
Sky_29,3359647721,117394066,6794751,7071349,3082703,100445263,0.354686,0.572689,0.128369,1.055744,0.314,3.49
Sky_3,3359639662,116346179,5176704,7956747,3762695,99450033,0.270224,0.660977,0.127097,1.058298,0.315,3.46
Sky_30,3359629381,109762627,5211143,4157653,1755265,98638566,0.272022,0.333489,0.12606,0.73157,0.218,3.27
Sky_4,3359630753,116420901,5827900,7205190,3307511,100080300,0.304216,0.592916,0.127903,1.025035,0.305,3.47
Sky_5,3359635104,112213673,8861135,2328037,926247,100098254,0.462551,0.183542,0.127926,0.774018,0.23,3.34
Sky_6,3359637640,116259365,7258221,5841273,2668411,100491460,0.378879,0.479946,0.128428,0.987253,0.294,3.46
Sky_7,3359633563,129771664,10250205,10265993,4815813,104439653,0.535061,0.850614,0.133474,1.519148,0.452,3.86
Sky_8,3359629663,162610072,32719358,8677296,5745886,115467532,1.70795,0.813467,0.147568,2.668985,0.794,4.84
Sky_9,3359637585,131523168,11551470,10288632,4822003,104861063,0.602987,0.85224,0.134012,1.589239,0.473,3.91
